company_name,term_months,before_id,after_id,lineage_key,method_version,energy_component_type,phase_index,vat_basis,before_last_observed,after_first_observed,status,both_rows_numerically_compatible
Koillis-Satakunnan Sähkö Oy,12,2470,2472,6f8159b80281606ef899102ac68ba80f5e5c18c0cb2500d6a9d93ececa2d50c5,retail-premium-history-v2,energy_seasonal_other,0,included,2026-05-19,2026-05-20,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,12,2472,2474,6f8159b80281606ef899102ac68ba80f5e5c18c0cb2500d6a9d93ececa2d50c5,retail-premium-history-v2,energy_seasonal_other,0,included,2026-05-27,2026-05-28,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,12,2471,2473,6f8159b80281606ef899102ac68ba80f5e5c18c0cb2500d6a9d93ececa2d50c5,retail-premium-history-v2,energy_seasonal_winter,0,included,2026-05-19,2026-05-20,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,12,2473,2475,6f8159b80281606ef899102ac68ba80f5e5c18c0cb2500d6a9d93ececa2d50c5,retail-premium-history-v2,energy_seasonal_winter,0,included,2026-05-27,2026-05-28,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,12,3409,4108,6f8159b80281606ef899102ac68ba80f5e5c18c0cb2500d6a9d93ececa2d50c5,retail-premium-v2,energy_seasonal_winter,0,included,2026-07-27,2026-07-28,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,12,4108,6070,6f8159b80281606ef899102ac68ba80f5e5c18c0cb2500d6a9d93ececa2d50c5,retail-premium-v2,energy_seasonal_winter,0,included,2026-08-25,2026-08-26,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,12,6070,7560,6f8159b80281606ef899102ac68ba80f5e5c18c0cb2500d6a9d93ececa2d50c5,retail-premium-v2,energy_seasonal_winter,0,included,2026-09-09,2026-09-10,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,12,3410,4109,6f8159b80281606ef899102ac68ba80f5e5c18c0cb2500d6a9d93ececa2d50c5,retail-premium-v2,energy_seasonal_other,0,included,2026-07-27,2026-07-28,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,12,4109,6071,6f8159b80281606ef899102ac68ba80f5e5c18c0cb2500d6a9d93ececa2d50c5,retail-premium-v2,energy_seasonal_other,0,included,2026-08-25,2026-08-26,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,12,6071,7562,6f8159b80281606ef899102ac68ba80f5e5c18c0cb2500d6a9d93ececa2d50c5,retail-premium-v2,energy_seasonal_other,0,included,2026-09-09,2026-09-10,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,12,3329,4092,879a0fae39f6c1b2eb211f2e21db66fcaa673eb65482591a8e6cfdfc3c256676,retail-premium-v2,energy_general,0,included,2026-07-27,2026-07-28,dated_energy_or_fee_change_component_pair,True
Koillis-Satakunnan Sähkö Oy,12,4092,6079,879a0fae39f6c1b2eb211f2e21db66fcaa673eb65482591a8e6cfdfc3c256676,retail-premium-v2,energy_general,0,included,2026-08-25,2026-08-26,dated_energy_or_fee_change_component_pair,True
Koillis-Satakunnan Sähkö Oy,12,6079,7585,879a0fae39f6c1b2eb211f2e21db66fcaa673eb65482591a8e6cfdfc3c256676,retail-premium-v2,energy_general,0,included,2026-09-09,2026-09-10,dated_energy_or_fee_change_component_pair,True
Koillis-Satakunnan Sähkö Oy,24,3619,4093,74946ed156446d526b95abc1b30a99b4768db59ea559ea3a42871a2c6d225fe7,retail-premium-v2,energy_seasonal_winter,0,included,2026-07-27,2026-07-28,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,24,4093,6122,74946ed156446d526b95abc1b30a99b4768db59ea559ea3a42871a2c6d225fe7,retail-premium-v2,energy_seasonal_winter,0,included,2026-08-25,2026-08-26,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,24,6122,7474,74946ed156446d526b95abc1b30a99b4768db59ea559ea3a42871a2c6d225fe7,retail-premium-v2,energy_seasonal_winter,0,included,2026-09-09,2026-09-10,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,24,3620,4094,74946ed156446d526b95abc1b30a99b4768db59ea559ea3a42871a2c6d225fe7,retail-premium-v2,energy_seasonal_other,0,included,2026-07-27,2026-07-28,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,24,4094,6123,74946ed156446d526b95abc1b30a99b4768db59ea559ea3a42871a2c6d225fe7,retail-premium-v2,energy_seasonal_other,0,included,2026-08-25,2026-08-26,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,24,6123,7475,74946ed156446d526b95abc1b30a99b4768db59ea559ea3a42871a2c6d225fe7,retail-premium-v2,energy_seasonal_other,0,included,2026-09-09,2026-09-10,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,24,2435,2436,798620acf8c2640267b6d77a0a6aa65de0d9d686d3c3c2565b7c8db678ed5f16,retail-premium-history-v2,energy_general,0,included,2026-05-19,2026-05-20,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,24,2436,2437,798620acf8c2640267b6d77a0a6aa65de0d9d686d3c3c2565b7c8db678ed5f16,retail-premium-history-v2,energy_general,0,included,2026-05-27,2026-05-28,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,24,2437,2438,798620acf8c2640267b6d77a0a6aa65de0d9d686d3c3c2565b7c8db678ed5f16,retail-premium-history-v2,energy_general,0,included,2026-06-10,2026-06-11,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,24,3381,4095,798620acf8c2640267b6d77a0a6aa65de0d9d686d3c3c2565b7c8db678ed5f16,retail-premium-v2,energy_general,0,included,2026-07-27,2026-07-28,dated_energy_or_fee_change_component_pair,True
Koillis-Satakunnan Sähkö Oy,24,4095,6077,798620acf8c2640267b6d77a0a6aa65de0d9d686d3c3c2565b7c8db678ed5f16,retail-premium-v2,energy_general,0,included,2026-08-25,2026-08-26,dated_energy_or_fee_change_component_pair,True
Koillis-Satakunnan Sähkö Oy,24,6077,7594,798620acf8c2640267b6d77a0a6aa65de0d9d686d3c3c2565b7c8db678ed5f16,retail-premium-v2,energy_general,0,included,2026-09-09,2026-09-10,dated_energy_or_fee_change_component_pair,True
Koillis-Satakunnan Sähkö Oy,24,3412,4087,fb356920e1494f7934af356fd63d0549e8ad9b4d530c8ba3e8b7ed2d05aa1773,retail-premium-v2,energy_day,0,included,2026-07-27,2026-07-28,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,24,4087,6129,fb356920e1494f7934af356fd63d0549e8ad9b4d530c8ba3e8b7ed2d05aa1773,retail-premium-v2,energy_day,0,included,2026-08-25,2026-08-26,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,24,6129,7605,fb356920e1494f7934af356fd63d0549e8ad9b4d530c8ba3e8b7ed2d05aa1773,retail-premium-v2,energy_day,0,included,2026-09-09,2026-09-10,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,24,3413,4088,fb356920e1494f7934af356fd63d0549e8ad9b4d530c8ba3e8b7ed2d05aa1773,retail-premium-v2,energy_night,0,included,2026-07-27,2026-07-28,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,24,4088,6130,fb356920e1494f7934af356fd63d0549e8ad9b4d530c8ba3e8b7ed2d05aa1773,retail-premium-v2,energy_night,0,included,2026-08-25,2026-08-26,dated_energy_or_fee_change_component_pair,False
Koillis-Satakunnan Sähkö Oy,24,6130,7606,fb356920e1494f7934af356fd63d0549e8ad9b4d530c8ba3e8b7ed2d05aa1773,retail-premium-v2,energy_night,0,included,2026-09-09,2026-09-10,dated_energy_or_fee_change_component_pair,False
Kokkolan Energia Oy,6,2541,2543,217c957a360e39b18b8d2cf818cb86f61ea33abfc8277783383788b0986d0fc7,retail-premium-history-v2,energy_general,0,unknown,2026-05-20,2026-05-21,dated_energy_or_fee_change_component_pair,False
Kokkolan Energia Oy,6,2543,2546,217c957a360e39b18b8d2cf818cb86f61ea33abfc8277783383788b0986d0fc7,retail-premium-history-v2,energy_general,0,unknown,2026-06-04,2026-06-05,dated_energy_or_fee_change_component_pair,False
Kokkolan Energia Oy,6,2546,2548,217c957a360e39b18b8d2cf818cb86f61ea33abfc8277783383788b0986d0fc7,retail-premium-history-v2,energy_general,0,unknown,2026-07-20,2026-07-21,dated_energy_or_fee_change_component_pair,False
Kokkolan Energia Oy,6,4719,5164,217c957a360e39b18b8d2cf818cb86f61ea33abfc8277783383788b0986d0fc7,retail-premium-v2,energy_general,0,unknown,2026-08-10,2026-08-11,dated_energy_or_fee_change_component_pair,False
Kokkolan Energia Oy,6,5164,5751,217c957a360e39b18b8d2cf818cb86f61ea33abfc8277783383788b0986d0fc7,retail-premium-v2,energy_general,0,unknown,2026-08-19,2026-08-20,dated_energy_or_fee_change_component_pair,False
Kokkolan Energia Oy,6,5751,6061,217c957a360e39b18b8d2cf818cb86f61ea33abfc8277783383788b0986d0fc7,retail-premium-v2,energy_general,0,unknown,2026-08-24,2026-08-25,dated_energy_or_fee_change_component_pair,False
Kokkolan Energia Oy,6,6061,6586,217c957a360e39b18b8d2cf818cb86f61ea33abfc8277783383788b0986d0fc7,retail-premium-v2,energy_general,0,unknown,2026-08-31,2026-09-01,dated_energy_or_fee_change_component_pair,False
Kokkolan Energia Oy,6,6586,6786,217c957a360e39b18b8d2cf818cb86f61ea33abfc8277783383788b0986d0fc7,retail-premium-v2,energy_general,0,unknown,2026-09-02,2026-09-03,dated_energy_or_fee_change_component_pair,False
Kokkolan Energia Oy,6,6786,7415,217c957a360e39b18b8d2cf818cb86f61ea33abfc8277783383788b0986d0fc7,retail-premium-v2,energy_general,0,unknown,2026-09-08,2026-09-09,dated_energy_or_fee_change_component_pair,False
Kokkolan Energia Oy,12,2958,2959,31b6c5acd2e01f8f87d329fdeb13b88fa8e413ad6c3f43b6fad196d55ec9216a,retail-premium-history-v2,energy_general,0,unknown,2026-05-20,2026-05-21,dated_energy_or_fee_change_component_pair,False
Kokkolan Energia Oy,12,2959,2960,31b6c5acd2e01f8f87d329fdeb13b88fa8e413ad6c3f43b6fad196d55ec9216a,retail-premium-history-v2,energy_general,0,unknown,2026-07-20,2026-07-21,dated_energy_or_fee_change_component_pair,False
Kokkolan Energia Oy,12,5142,6520,31b6c5acd2e01f8f87d329fdeb13b88fa8e413ad6c3f43b6fad196d55ec9216a,retail-premium-v2,energy_general,0,unknown,2026-08-31,2026-09-01,dated_energy_or_fee_change_component_pair,False
Kokkolan Energia Oy,12,6520,6732,31b6c5acd2e01f8f87d329fdeb13b88fa8e413ad6c3f43b6fad196d55ec9216a,retail-premium-v2,energy_general,0,unknown,2026-09-02,2026-09-03,dated_energy_or_fee_change_component_pair,False
Kokkolan Energia Oy,12,6732,7336,31b6c5acd2e01f8f87d329fdeb13b88fa8e413ad6c3f43b6fad196d55ec9216a,retail-premium-v2,energy_general,0,unknown,2026-09-08,2026-09-09,dated_energy_or_fee_change_component_pair,False
Kokkolan Energia Oy,24,2428,2429,49b6f13205e5027f99909ce00891da07db71eb97f0ef7bf12ce14a0fc7bb72d0,retail-premium-history-v2,energy_general,0,unknown,2026-06-04,2026-06-05,dated_energy_or_fee_change_component_pair,False
Kokkolan Energia Oy,24,2429,2430,49b6f13205e5027f99909ce00891da07db71eb97f0ef7bf12ce14a0fc7bb72d0,retail-premium-history-v2,energy_general,0,unknown,2026-06-23,2026-06-24,dated_energy_or_fee_change_component_pair,False
Kokkolan Energia Oy,24,2430,2431,49b6f13205e5027f99909ce00891da07db71eb97f0ef7bf12ce14a0fc7bb72d0,retail-premium-history-v2,energy_general,0,unknown,2026-06-29,2026-06-30,dated_energy_or_fee_change_component_pair,False
Kokkolan Energia Oy,24,2431,2432,49b6f13205e5027f99909ce00891da07db71eb97f0ef7bf12ce14a0fc7bb72d0,retail-premium-history-v2,energy_general,0,unknown,2026-07-20,2026-07-21,dated_energy_or_fee_change_component_pair,False
Kokkolan Energia Oy,24,6562,6793,49b6f13205e5027f99909ce00891da07db71eb97f0ef7bf12ce14a0fc7bb72d0,retail-premium-v2,energy_general,0,unknown,2026-09-02,2026-09-03,dated_energy_or_fee_change_component_pair,False
Kokkolan Energia Oy,24,6793,6916,49b6f13205e5027f99909ce00891da07db71eb97f0ef7bf12ce14a0fc7bb72d0,retail-premium-v2,energy_general,0,unknown,2026-09-04,2026-09-05,same_signature_new_key_not_proven_repricing,False
Kokkolan Energia Oy,24,6916,7436,49b6f13205e5027f99909ce00891da07db71eb97f0ef7bf12ce14a0fc7bb72d0,retail-premium-v2,energy_general,0,unknown,2026-09-08,2026-09-09,dated_energy_or_fee_change_component_pair,False
Korpelan Energia Oy,12,3216,4619,49737b29a7e715223f4ed8e0189a752d4d3e25e09b805ce2c327a619d68c0118,retail-premium-v2,energy_general,0,unknown,2026-08-01,2026-08-04,dated_energy_or_fee_change_component_pair,False
Korpelan Energia Oy,12,4619,5210,49737b29a7e715223f4ed8e0189a752d4d3e25e09b805ce2c327a619d68c0118,retail-premium-v2,energy_general,0,unknown,2026-08-11,2026-08-12,dated_energy_or_fee_change_component_pair,False
Korpelan Energia Oy,12,5210,7529,49737b29a7e715223f4ed8e0189a752d4d3e25e09b805ce2c327a619d68c0118,retail-premium-v2,energy_general,0,unknown,2026-09-09,2026-09-10,dated_energy_or_fee_change_component_pair,False
Korpelan Energia Oy,12,3630,4498,7a9f9b51682a9a26a6c6aed036e42d2b3e88a8ee63a1904854bd9038433b8ae1,retail-premium-v2,energy_general,0,unknown,2026-08-01,2026-08-04,dated_energy_or_fee_change_component_pair,False
Korpelan Energia Oy,12,4498,5218,7a9f9b51682a9a26a6c6aed036e42d2b3e88a8ee63a1904854bd9038433b8ae1,retail-premium-v2,energy_general,0,unknown,2026-08-11,2026-08-12,dated_energy_or_fee_change_component_pair,False
Korpelan Energia Oy,12,5218,7602,7a9f9b51682a9a26a6c6aed036e42d2b3e88a8ee63a1904854bd9038433b8ae1,retail-premium-v2,energy_general,0,unknown,2026-09-09,2026-09-10,dated_energy_or_fee_change_component_pair,False
Korpelan Energia Oy,24,6483,7582,1ed4a714d18c45f117d4c9b098cb39deb21932e2b18a6c03046d40b7493d50d1,retail-premium-v2,energy_general,0,unknown,2026-09-09,2026-09-10,dated_energy_or_fee_change_component_pair,False
Korpelan Energia Oy,24,6428,7535,b27379e7afe3ee62fb264fc8d48d2e56def7756d80d5a990b0505bacb2406b07,retail-premium-v2,energy_general,0,unknown,2026-09-09,2026-09-10,dated_energy_or_fee_change_component_pair,False
Köyliön-Säkylän Sähkö Oy,12,3356,4907,801eb1ceeff77878d0f882dcce1a973acd527f399b3b8a2d8a9efe2db17a85ef,retail-premium-v2,energy_seasonal_winter,0,unknown,2026-08-07,2026-08-08,dated_energy_or_fee_change_component_pair,False
Köyliön-Säkylän Sähkö Oy,12,3357,4908,801eb1ceeff77878d0f882dcce1a973acd527f399b3b8a2d8a9efe2db17a85ef,retail-premium-v2,energy_seasonal_other,0,unknown,2026-08-07,2026-08-08,dated_energy_or_fee_change_component_pair,False
Köyliön-Säkylän Sähkö Oy,12,3574,4925,9b69f42e3b585d61063589394658e427bd72aeb126ed4756ef0a900c45db48de,retail-premium-v2,energy_day,0,unknown,2026-08-07,2026-08-08,dated_energy_or_fee_change_component_pair,False
Köyliön-Säkylän Sähkö Oy,12,3575,4926,9b69f42e3b585d61063589394658e427bd72aeb126ed4756ef0a900c45db48de,retail-premium-v2,energy_night,0,unknown,2026-08-07,2026-08-08,dated_energy_or_fee_change_component_pair,False
Köyliön-Säkylän Sähkö Oy,12,2356,2357,f59c7432c1fc7155277b540fa0f40a31bdff2ff3484923de6a3ee9e0a3f9c1f1,retail-premium-history-v2,energy_general,0,unknown,2026-07-17,2026-07-18,dated_energy_or_fee_change_component_pair,False
Köyliön-Säkylän Sähkö Oy,24,3012,3013,9d64cd535dd1dce164aee26aeb26f6844d622211cca60c83f4bdc31a385c23be,retail-premium-history-v2,energy_general,0,unknown,2026-07-17,2026-07-18,dated_energy_or_fee_change_component_pair,False
Köyliön-Säkylän Sähkö Oy,24,3702,4066,bf77c93aa0efe916fedfba7c809156e6082e5b79dcb222d03730ab16cb37ed64,retail-premium-v2,energy_day,0,unknown,2026-07-27,2026-07-23,overlapping_period_pair_ambiguous,False
Köyliön-Säkylän Sähkö Oy,24,4066,4884,bf77c93aa0efe916fedfba7c809156e6082e5b79dcb222d03730ab16cb37ed64,retail-premium-v2,energy_day,0,unknown,2026-08-07,2026-08-08,dated_energy_or_fee_change_component_pair,False
Köyliön-Säkylän Sähkö Oy,24,3703,4067,bf77c93aa0efe916fedfba7c809156e6082e5b79dcb222d03730ab16cb37ed64,retail-premium-v2,energy_night,0,unknown,2026-07-27,2026-07-23,overlapping_period_pair_ambiguous,False
Köyliön-Säkylän Sähkö Oy,24,4067,4885,bf77c93aa0efe916fedfba7c809156e6082e5b79dcb222d03730ab16cb37ed64,retail-premium-v2,energy_night,0,unknown,2026-08-07,2026-08-08,dated_energy_or_fee_change_component_pair,False
Köyliön-Säkylän Sähkö Oy,24,3617,4905,fbf7ac9bf7b50b76206e6519baa0175b61e4f612468a1bd0f87c23280611cc59,retail-premium-v2,energy_seasonal_winter,0,unknown,2026-08-07,2026-08-08,dated_energy_or_fee_change_component_pair,False
Köyliön-Säkylän Sähkö Oy,24,3618,4906,fbf7ac9bf7b50b76206e6519baa0175b61e4f612468a1bd0f87c23280611cc59,retail-premium-v2,energy_seasonal_other,0,unknown,2026-08-07,2026-08-08,dated_energy_or_fee_change_component_pair,False
Lammaisten Energia Oy,12,3564,4421,188dcb07ce656fa2111b40e06b68e18578e44d57f66f5f3b69a6453968cee076,retail-premium-v2,energy_seasonal_winter,0,unknown,2026-07-30,2026-07-31,dated_energy_or_fee_change_component_pair,False
Lammaisten Energia Oy,12,3565,4422,188dcb07ce656fa2111b40e06b68e18578e44d57f66f5f3b69a6453968cee076,retail-premium-v2,energy_seasonal_other,0,unknown,2026-07-30,2026-07-31,dated_energy_or_fee_change_component_pair,False
Lammaisten Energia Oy,12,3553,4444,87874a7245fb6f6164fdf993f1280e11b8c3641884cac2057e03f4271229ac88,retail-premium-v2,energy_day,0,unknown,2026-07-30,2026-07-31,dated_energy_or_fee_change_component_pair,False
Lammaisten Energia Oy,12,3554,4445,87874a7245fb6f6164fdf993f1280e11b8c3641884cac2057e03f4271229ac88,retail-premium-v2,energy_night,0,unknown,2026-07-30,2026-07-31,dated_energy_or_fee_change_component_pair,False
Lammaisten Energia Oy,12,3557,4012,ed986e75a3b6a49f0262526daa0d88f6013e7c120bf2f86a8e42f54da9780758,retail-premium-v2,energy_general,0,unknown,2026-07-27,2026-07-23,overlapping_period_pair_ambiguous,False
Lammaisten Energia Oy,12,4012,4441,ed986e75a3b6a49f0262526daa0d88f6013e7c120bf2f86a8e42f54da9780758,retail-premium-v2,energy_general,0,unknown,2026-07-30,2026-07-31,dated_energy_or_fee_change_component_pair,False
Lammaisten Energia Oy,24,3282,4452,8ef89b0dcf24ebb57edafcb903550adbb74b47e55abfeaa4d02234cd0c09d65a,retail-premium-v2,energy_seasonal_winter,0,unknown,2026-07-30,2026-07-31,dated_energy_or_fee_change_component_pair,False
Lammaisten Energia Oy,24,3283,4453,8ef89b0dcf24ebb57edafcb903550adbb74b47e55abfeaa4d02234cd0c09d65a,retail-premium-v2,energy_seasonal_other,0,unknown,2026-07-30,2026-07-31,dated_energy_or_fee_change_component_pair,False
Lammaisten Energia Oy,24,3211,4478,913212ff9d380d1e33bff4e1f49e35ead9a86d5d4697a32a83f4cf63ef3557d5,retail-premium-v2,energy_day,0,unknown,2026-07-30,2026-07-31,dated_energy_or_fee_change_component_pair,False
Lammaisten Energia Oy,24,3212,4479,913212ff9d380d1e33bff4e1f49e35ead9a86d5d4697a32a83f4cf63ef3557d5,retail-premium-v2,energy_night,0,unknown,2026-07-30,2026-07-31,dated_energy_or_fee_change_component_pair,False
Lammaisten Energia Oy,24,3305,4368,a49d8250c868c8320580f5b53c84e868cd3a9df28f6402f6106833bf14f17eac,retail-premium-v2,energy_general,0,unknown,2026-07-30,2026-07-31,dated_energy_or_fee_change_component_pair,False
Lumme Energia,12,3773,3960,de4fba662f04066b463bac7aa07cb04d554e479cc04680e78d4d3600f6d215e7,retail-premium-v2,energy_general,0,unknown,2026-07-27,2026-07-25,overlapping_period_pair_ambiguous,False
Lumme Energia,12,3960,4898,de4fba662f04066b463bac7aa07cb04d554e479cc04680e78d4d3600f6d215e7,retail-premium-v2,energy_general,0,unknown,2026-08-07,2026-08-08,dated_energy_or_fee_change_component_pair,False
Lumme Energia,12,4898,5423,de4fba662f04066b463bac7aa07cb04d554e479cc04680e78d4d3600f6d215e7,retail-premium-v2,energy_general,0,unknown,2026-08-14,2026-08-15,same_signature_new_key_not_proven_repricing,False
Lumme Energia,24,3792,4460,3a1706845f7aee940a7a0848037cc5681f0a14bdc913ae3e13ae32e4d1d078bb,retail-premium-v2,energy_general,0,unknown,2026-07-30,2026-07-31,dated_energy_or_fee_change_component_pair,False
Lumme Energia,24,4460,4911,3a1706845f7aee940a7a0848037cc5681f0a14bdc913ae3e13ae32e4d1d078bb,retail-premium-v2,energy_general,0,unknown,2026-08-07,2026-08-08,dated_energy_or_fee_change_component_pair,False
Lumme Energia,24,4911,5404,3a1706845f7aee940a7a0848037cc5681f0a14bdc913ae3e13ae32e4d1d078bb,retail-premium-v2,energy_general,0,unknown,2026-08-14,2026-08-15,dated_energy_or_fee_change_component_pair,False
Nurmijärven Sähkö Oy,12,3260,4661,167daf4625f387542a812a6ae97a4cc2aa0a60594f7191ed32290fd7086b3dd2,retail-premium-v2,energy_general,0,included,2026-08-05,2026-08-06,dated_energy_or_fee_change_component_pair,True
Nurmijärven Sähkö Oy,12,3205,4657,2f8a1d2e6a9f16e3d90b70b0f1055e132d70dcf2fd4bb2feab7815e0497118c0,retail-premium-v2,energy_seasonal_other,0,included,2026-08-05,2026-08-06,dated_energy_or_fee_change_component_pair,False
Nurmijärven Sähkö Oy,12,3206,4658,2f8a1d2e6a9f16e3d90b70b0f1055e132d70dcf2fd4bb2feab7815e0497118c0,retail-premium-v2,energy_seasonal_winter,0,included,2026-08-05,2026-08-06,dated_energy_or_fee_change_component_pair,False
Nurmijärven Sähkö Oy,12,3652,4049,bd2cb248aa83728f06e6f0c810a07b391531d801e42003d40e7aa7cf15b9fc6e,retail-premium-v2,energy_day,0,included,2026-07-27,2026-07-23,overlapping_period_pair_ambiguous,False
Nurmijärven Sähkö Oy,12,4049,4692,bd2cb248aa83728f06e6f0c810a07b391531d801e42003d40e7aa7cf15b9fc6e,retail-premium-v2,energy_day,0,included,2026-08-05,2026-08-06,dated_energy_or_fee_change_component_pair,False
Nurmijärven Sähkö Oy,12,3653,4050,bd2cb248aa83728f06e6f0c810a07b391531d801e42003d40e7aa7cf15b9fc6e,retail-premium-v2,energy_night,0,included,2026-07-27,2026-07-23,overlapping_period_pair_ambiguous,False
Nurmijärven Sähkö Oy,12,4050,4693,bd2cb248aa83728f06e6f0c810a07b391531d801e42003d40e7aa7cf15b9fc6e,retail-premium-v2,energy_night,0,included,2026-08-05,2026-08-06,dated_energy_or_fee_change_component_pair,False
Nurmijärven Sähkö Oy,24,3871,4716,c0bb3652100a7c0957cd975cc8ffc5d6658761164ddbae8e6e4f4d26d12902ad,retail-premium-v2,energy_day,0,included,2026-08-05,2026-08-06,dated_energy_or_fee_change_component_pair,False
Nurmijärven Sähkö Oy,24,3872,4717,c0bb3652100a7c0957cd975cc8ffc5d6658761164ddbae8e6e4f4d26d12902ad,retail-premium-v2,energy_night,0,included,2026-08-05,2026-08-06,dated_energy_or_fee_change_component_pair,False
Nurmijärven Sähkö Oy,24,3578,4645,d6fa7be96783fd53d8371a3df7c722a5e1acfae4bbcb3d4fb85eb04f25e77eca,retail-premium-v2,energy_seasonal_winter,0,included,2026-08-05,2026-08-06,dated_energy_or_fee_change_component_pair,False
Nurmijärven Sähkö Oy,24,3579,4646,d6fa7be96783fd53d8371a3df7c722a5e1acfae4bbcb3d4fb85eb04f25e77eca,retail-premium-v2,energy_seasonal_other,0,included,2026-08-05,2026-08-06,dated_energy_or_fee_change_component_pair,False
Nurmijärven Sähkö Oy,24,3295,3897,dd0ee1dde00e95451b52bdb038bf6a4eef0655b2c949896d92e9790986a820ed,retail-premium-v2,energy_general,0,included,2026-07-27,2026-07-23,overlapping_period_pair_ambiguous,True
Nurmijärven Sähkö Oy,24,3897,4674,dd0ee1dde00e95451b52bdb038bf6a4eef0655b2c949896d92e9790986a820ed,retail-premium-v2,energy_general,0,included,2026-08-05,2026-08-06,dated_energy_or_fee_change_component_pair,True
Omavoima Oy,12,2408,2409,329e23480a9c8df8a87a0bf9bc8212cfb0b84b47a826dbd90d2b5f7daf76477d,retail-premium-history-v2,energy_general,0,unknown,2026-05-25,2026-05-26,dated_energy_or_fee_change_component_pair,False
Omavoima Oy,12,4155,4796,329e23480a9c8df8a87a0bf9bc8212cfb0b84b47a826dbd90d2b5f7daf76477d,retail-premium-v2,energy_general,0,unknown,2026-08-05,2026-08-07,dated_energy_or_fee_change_component_pair,False
Omavoima Oy,12,4796,6894,329e23480a9c8df8a87a0bf9bc8212cfb0b84b47a826dbd90d2b5f7daf76477d,retail-premium-v2,energy_general,0,unknown,2026-09-03,2026-09-04,dated_energy_or_fee_change_component_pair,False
Omavoima Oy,12,2068,2069,7cdb620bfa9ece839a65a3182741629876fbbf5c8930bd5176d74fba95f3dc66,retail-premium-history-v2,energy_general,0,unknown,2026-05-25,2026-05-26,dated_energy_or_fee_change_component_pair,False
Omavoima Oy,12,4115,4810,7cdb620bfa9ece839a65a3182741629876fbbf5c8930bd5176d74fba95f3dc66,retail-premium-v2,energy_general,0,unknown,2026-08-05,2026-08-07,dated_energy_or_fee_change_component_pair,False
Omavoima Oy,12,4810,6897,7cdb620bfa9ece839a65a3182741629876fbbf5c8930bd5176d74fba95f3dc66,retail-premium-v2,energy_general,0,unknown,2026-09-03,2026-09-04,dated_energy_or_fee_change_component_pair,False
Omavoima Oy,12,3733,4144,857bd996bed9203a490d1041a7eb4e75e2f8e54baa96ad3dbe88a39b6b3fd8e0,retail-premium-v2,energy_seasonal_winter,0,unknown,2026-07-27,2026-07-28,dated_energy_or_fee_change_component_pair,False
Omavoima Oy,12,4144,4852,857bd996bed9203a490d1041a7eb4e75e2f8e54baa96ad3dbe88a39b6b3fd8e0,retail-premium-v2,energy_seasonal_winter,0,unknown,2026-08-05,2026-08-07,dated_energy_or_fee_change_component_pair,False
Omavoima Oy,12,4852,6886,857bd996bed9203a490d1041a7eb4e75e2f8e54baa96ad3dbe88a39b6b3fd8e0,retail-premium-v2,energy_seasonal_winter,0,unknown,2026-09-03,2026-09-04,dated_energy_or_fee_change_component_pair,False
Omavoima Oy,12,3734,4145,857bd996bed9203a490d1041a7eb4e75e2f8e54baa96ad3dbe88a39b6b3fd8e0,retail-premium-v2,energy_seasonal_other,0,unknown,2026-07-27,2026-07-28,dated_energy_or_fee_change_component_pair,False
Omavoima Oy,12,4145,4853,857bd996bed9203a490d1041a7eb4e75e2f8e54baa96ad3dbe88a39b6b3fd8e0,retail-premium-v2,energy_seasonal_other,0,unknown,2026-08-05,2026-08-07,dated_energy_or_fee_change_component_pair,False
