status,v2_segment,v3_segment,kwh,v2_method,v3_method,v2_basis,v3_basis,reason,pair_days,unique_contracts,date_count,first_date,last_date,min_delta,max_delta
changed,fixed_term_6,fixed_term_6,18000,forward_curve_spot,term_price_annualized,canonical_outcome,canonical_outcome,,6,2,6,2026-07-24,2026-08-02,79.1405000000002,222.87584608294947
changed,fixed_term_6,fixed_term_6,18000,none,hybrid_base_only,observed_relational_components,canonical_outcome,,1,1,1,2026-07-23,2026-07-23,0.0,0.0
changed,fixed_term_6,fixed_term_6,18000,none,term_price_annualized,canonical_outcome,canonical_outcome,,1704,153,205,2026-01-21,2026-09-16,-155.39596774193524,154.3014400921661
changed,fixed_term_6,fixed_term_6,18000,none,term_price_annualized,observed_relational_components,canonical_outcome,,18,18,1,2026-07-23,2026-07-23,-5.900000000000091,19.087983870967946
changed,fixed_term_6,fixed_term_6,2000,forward_curve_spot,term_price_annualized,canonical_outcome,canonical_outcome,,6,2,6,2026-07-24,2026-08-02,-0.89549999999997,2.6306940092165974
changed,fixed_term_6,fixed_term_6,2000,none,hybrid_base_only,observed_relational_components,canonical_outcome,,1,1,1,2026-07-23,2026-07-23,0,0
changed,fixed_term_6,fixed_term_6,2000,none,term_price_annualized,canonical_outcome,canonical_outcome,,1704,153,205,2026-01-21,2026-09-16,-17.266218637992807,17.144571121351703
changed,fixed_term_6,fixed_term_6,2000,none,term_price_annualized,observed_relational_components,canonical_outcome,,18,18,1,2026-07-23,2026-07-23,-5.900000000000034,2.1208870967741973
changed,fixed_term_6,fixed_term_6,5000,forward_curve_spot,term_price_annualized,canonical_outcome,canonical_outcome,,6,2,6,2026-07-24,2026-08-02,14.111200000000053,43.92663502304163
changed,fixed_term_6,fixed_term_6,5000,none,hybrid_base_only,observed_relational_components,canonical_outcome,,1,1,1,2026-07-23,2026-07-23,1.1368683772161603e-13,1.1368683772161603e-13
changed,fixed_term_6,fixed_term_6,5000,none,term_price_annualized,canonical_outcome,canonical_outcome,,1704,153,205,2026-01-21,2026-09-16,-43.16554659498212,42.86147780337956
changed,fixed_term_6,fixed_term_6,5000,none,term_price_annualized,observed_relational_components,canonical_outcome,,18,18,1,2026-07-23,2026-07-23,-5.899999999999977,5.302167741935477
changed,fixed_term_other,fixed_term_other,18000,none,none,observed_relational_components,canonical_outcome,,1,1,1,2026-07-23,2026-07-23,0,0
changed,fixed_term_other,fixed_term_other,2000,none,none,observed_relational_components,canonical_outcome,,1,1,1,2026-07-23,2026-07-23,0.0,0.0
changed,fixed_term_other,fixed_term_other,5000,none,none,observed_relational_components,canonical_outcome,,1,1,1,2026-07-23,2026-07-23,1.1368683772161603e-13,1.1368683772161603e-13
changed,fixed_term_over24,fixed_term_over24,18000,none,none,observed_relational_components,canonical_outcome,,1,1,1,2026-07-23,2026-07-23,-2.2737367544323206e-13,-2.2737367544323206e-13
changed,fixed_term_over24,fixed_term_over24,2000,none,none,observed_relational_components,canonical_outcome,,1,1,1,2026-07-23,2026-07-23,-5.684341886080802e-14,-5.684341886080802e-14
changed,fixed_term_over24,fixed_term_over24,5000,none,none,observed_relational_components,canonical_outcome,,1,1,1,2026-07-23,2026-07-23,5.684341886080802e-14,5.684341886080802e-14
changed,hybrid,hybrid,18000,hybrid_base_only,none,canonical_outcome,observed_relational_components,,6,6,1,2026-09-14,2026-09-14,-2.2737367544323206e-13,11.641000000000076
changed,hybrid,hybrid,18000,none,hybrid_base_only,observed_relational_components,canonical_outcome,,27,27,1,2026-07-23,2026-07-23,-6.821210263296962e-13,4.547473508864641e-13
changed,hybrid,hybrid,18000,none,recurring_forward_curve_shift,observed_relational_components,canonical_outcome,,2,2,1,2026-07-23,2026-07-23,446.82260927419316,446.8226092741936
changed,hybrid,hybrid,18000,recurring_forward_curve_shift,recurring_spot_seasonal_index,canonical_outcome,canonical_outcome,,95,6,22,2026-04-09,2026-04-30,-30.641445327466727,502.7943977293114
changed,hybrid,hybrid,2000,hybrid_base_only,none,canonical_outcome,observed_relational_components,,6,6,1,2026-09-14,2026-09-14,-5.684341886080802e-14,6.537900000000036
changed,hybrid,hybrid,2000,none,hybrid_base_only,observed_relational_components,canonical_outcome,,31,31,1,2026-07-23,2026-07-23,-1.1368683772161603e-13,5.684341886080802e-14
changed,hybrid,hybrid,2000,none,recurring_forward_curve_shift,observed_relational_components,canonical_outcome,,2,2,1,2026-07-23,2026-07-23,49.646956586021474,49.6469565860215
changed,hybrid,hybrid,2000,recurring_forward_curve_shift,recurring_spot_seasonal_index,canonical_outcome,canonical_outcome,,95,6,22,2026-04-09,2026-04-30,-3.4046161474963412,55.866010858812274
changed,hybrid,hybrid,5000,hybrid_base_only,none,canonical_outcome,observed_relational_components,,6,6,1,2026-09-14,2026-09-14,-5.684341886080802e-14,7.4947000000001935
changed,hybrid,hybrid,5000,none,hybrid_base_only,observed_relational_components,canonical_outcome,,27,27,1,2026-07-23,2026-07-23,-5.684341886080802e-14,2.2737367544323206e-13
changed,hybrid,hybrid,5000,none,recurring_forward_curve_shift,observed_relational_components,canonical_outcome,,2,2,1,2026-07-23,2026-07-23,124.11739146505357,124.11739146505386
changed,hybrid,hybrid,5000,recurring_forward_curve_shift,recurring_spot_seasonal_index,canonical_outcome,canonical_outcome,,95,6,22,2026-04-09,2026-04-30,-8.511490368740851,139.66512714703083
changed,market_reset,market_reset,18000,recurring_forward_curve_shift,none,canonical_outcome,observed_relational_components,,1,1,1,2026-09-14,2026-09-14,29.151800000000094,29.151800000000094
changed,market_reset,market_reset,2000,recurring_forward_curve_shift,none,canonical_outcome,observed_relational_components,,1,1,1,2026-09-14,2026-09-14,3.2391000000000645,3.2391000000000645
changed,market_reset,market_reset,5000,recurring_forward_curve_shift,none,canonical_outcome,observed_relational_components,,1,1,1,2026-09-14,2026-09-14,8.097700000000032,8.097700000000032
changed,open_ended,open_ended,18000,hold_current_supplier_price,supplier_adjusted_forward_curve_shift,canonical_outcome,canonical_outcome,,1680,30,142,2026-04-23,2026-09-11,-203.47942500000022,1250.3878750000003
changed,open_ended,open_ended,18000,hold_current_supplier_price,supplier_adjusted_forward_premium,canonical_outcome,canonical_outcome,,3165,31,141,2026-04-23,2026-09-11,-2938.34438,1250.387875
changed,open_ended,open_ended,18000,hold_current_supplier_price,supplier_adjusted_spot_seasonal_index,canonical_outcome,canonical_outcome,,3522,55,99,2026-01-21,2026-04-30,-2021.7256471920946,280.81345292916944
changed,open_ended,open_ended,18000,none,none,observed_relational_components,canonical_outcome,,5,5,1,2026-07-23,2026-07-23,0.0,697.1999999999998
changed,open_ended,open_ended,18000,none,recurring_forward_curve_shift,observed_relational_components,canonical_outcome,,11,11,1,2026-07-23,2026-07-23,446.8226092741927,853.3038508064519
changed,open_ended,open_ended,18000,none,supplier_adjusted_forward_curve_shift,canonical_outcome,canonical_outcome,,76,3,76,2026-05-08,2026-07-22,36.667334999999866,961.6696596774195
changed,open_ended,open_ended,18000,none,supplier_adjusted_forward_curve_shift,observed_relational_components,canonical_outcome,,13,13,1,2026-07-23,2026-07-23,376.5036435483869,1098.2067774193551
changed,open_ended,open_ended,18000,none,supplier_adjusted_forward_premium,canonical_outcome,canonical_outcome,,162,2,147,2026-04-23,2026-09-16,-920.9026650000001,883.9764624999996
changed,open_ended,open_ended,18000,none,supplier_adjusted_forward_premium,observed_relational_components,canonical_outcome,,19,19,1,2026-07-23,2026-07-23,-2469.1007806451616,476.805593346774
changed,open_ended,open_ended,18000,none,supplier_adjusted_spot_seasonal_index,canonical_outcome,canonical_outcome,,122,4,88,2026-01-21,2026-04-22,-856.9121644427337,-103.55433502093092
changed,open_ended,open_ended,18000,recurring_forward_curve_shift,recurring_spot_seasonal_index,canonical_outcome,canonical_outcome,,344,18,22,2026-04-09,2026-04-30,10.26718114863479,1166.6579465503155
changed,open_ended,open_ended,18000,supplier_adjusted_forward_curve_shift,supplier_adjusted_forward_curve_shift,canonical_outcome,canonical_outcome,,44,7,9,2026-09-12,2026-09-20,-1039.3620875000006,733.8606000000004
changed,open_ended,open_ended,18000,supplier_adjusted_forward_curve_shift,supplier_adjusted_forward_premium,canonical_outcome,canonical_outcome,,4,1,4,2026-09-17,2026-09-20,-177.56772249999995,-176.04131000000007
changed,open_ended,open_ended,18000,supplier_adjusted_forward_premium,supplier_adjusted_forward_curve_shift,canonical_outcome,canonical_outcome,,16,4,4,2026-09-17,2026-09-20,81.3290750000001,1023.8133474999986
changed,open_ended,open_ended,18000,supplier_adjusted_forward_premium,supplier_adjusted_forward_premium,canonical_outcome,canonical_outcome,,60,15,4,2026-09-17,2026-09-20,-347.1451875000007,962.7383475000006
changed,open_ended,open_ended,18000,supplier_adjusted_spot_seasonal_index,none,canonical_outcome,observed_relational_components,,3,3,1,2026-09-14,2026-09-14,606.9262000000003,659.6346000000003
changed,open_ended,open_ended,18000,supplier_adjusted_spot_seasonal_index,supplier_adjusted_forward_curve_shift,canonical_outcome,canonical_outcome,,22,5,5,2026-09-12,2026-09-16,753.4371500000004,1874.78937
changed,open_ended,open_ended,18000,supplier_adjusted_spot_seasonal_index,supplier_adjusted_forward_premium,canonical_outcome,canonical_outcome,,75,15,5,2026-09-12,2026-09-16,-581.0022259374996,1858.0259750000007
changed,open_ended,open_ended,2000,hold_current_supplier_price,supplier_adjusted_forward_curve_shift,canonical_outcome,canonical_outcome,,1805,33,142,2026-04-23,2026-09-11,-22.608825000000024,138.93198611111114
changed,open_ended,open_ended,2000,hold_current_supplier_price,supplier_adjusted_forward_premium,canonical_outcome,canonical_outcome,,3165,31,141,2026-04-23,2026-09-11,-326.48270888888885,138.93198611111114
changed,open_ended,open_ended,2000,hold_current_supplier_price,supplier_adjusted_spot_seasonal_index,canonical_outcome,canonical_outcome,,3613,56,99,2026-01-21,2026-04-30,-224.63618302134387,31.201494769907697
changed,open_ended,open_ended,2000,none,none,observed_relational_components,canonical_outcome,,5,5,1,2026-07-23,2026-07-23,0.0,331.9999999999999
changed,open_ended,open_ended,2000,none,recurring_forward_curve_shift,observed_relational_components,canonical_outcome,,9,9,1,2026-07-23,2026-07-23,49.64695658602139,94.81153897849458
changed,open_ended,open_ended,2000,none,supplier_adjusted_forward_curve_shift,canonical_outcome,canonical_outcome,,76,3,76,2026-05-08,2026-07-22,4.074148333333312,106.8521844086022
changed,open_ended,open_ended,2000,none,supplier_adjusted_forward_curve_shift,observed_relational_components,canonical_outcome,,13,13,1,2026-07-23,2026-07-23,41.833738172042956,122.02297526881722
changed,open_ended,open_ended,2000,none,supplier_adjusted_forward_premium,canonical_outcome,canonical_outcome,,162,2,147,2026-04-23,2026-09-16,-102.3225183333333,98.21960694444437
changed,open_ended,open_ended,2000,none,supplier_adjusted_forward_premium,observed_relational_components,canonical_outcome,,19,19,1,2026-07-23,2026-07-23,-274.34453118279566,52.97839926075267
changed,open_ended,open_ended,2000,none,supplier_adjusted_spot_seasonal_index,canonical_outcome,canonical_outcome,,122,4,88,2026-01-21,2026-04-22,-95.21246271585926,-11.506037224547896
changed,open_ended,open_ended,2000,recurring_forward_curve_shift,recurring_spot_seasonal_index,canonical_outcome,canonical_outcome,,300,16,22,2026-04-09,2026-04-30,1.1407867942926941,129.62862739447945
changed,open_ended,open_ended,2000,supplier_adjusted_forward_curve_shift,supplier_adjusted_forward_curve_shift,canonical_outcome,canonical_outcome,,48,8,9,2026-09-12,2026-09-20,-115.48472083333343,81.54007777777775
changed,open_ended,open_ended,2000,supplier_adjusted_forward_curve_shift,supplier_adjusted_forward_premium,canonical_outcome,canonical_outcome,,4,1,4,2026-09-17,2026-09-20,-19.72975805555552,-19.560123333333422
changed,open_ended,open_ended,2000,supplier_adjusted_forward_premium,supplier_adjusted_forward_curve_shift,canonical_outcome,canonical_outcome,,16,4,4,2026-09-17,2026-09-20,9.036608333333277,113.75699416666657
changed,open_ended,open_ended,2000,supplier_adjusted_forward_premium,supplier_adjusted_forward_premium,canonical_outcome,canonical_outcome,,60,15,4,2026-09-17,2026-09-20,-38.571698611111174,106.9708941666666
changed,open_ended,open_ended,2000,supplier_adjusted_spot_seasonal_index,none,canonical_outcome,observed_relational_components,,3,3,1,2026-09-14,2026-09-14,67.43626666666674,73.29270000000008
changed,open_ended,open_ended,2000,supplier_adjusted_spot_seasonal_index,supplier_adjusted_forward_curve_shift,canonical_outcome,canonical_outcome,,22,5,5,2026-09-12,2026-09-16,83.7152833333333,208.3098966666667
changed,open_ended,open_ended,2000,supplier_adjusted_spot_seasonal_index,supplier_adjusted_forward_premium,canonical_outcome,canonical_outcome,,75,15,5,2026-09-12,2026-09-16,-64.5557584375,206.44733055555548
changed,open_ended,open_ended,5000,hold_current_supplier_price,supplier_adjusted_forward_curve_shift,canonical_outcome,canonical_outcome,,1680,30,142,2026-04-23,2026-09-11,-56.52206250000006,347.3299652777779
changed,open_ended,open_ended,5000,hold_current_supplier_price,supplier_adjusted_forward_premium,canonical_outcome,canonical_outcome,,3165,31,141,2026-04-23,2026-09-11,-816.2067722222223,347.3299652777779
changed,open_ended,open_ended,5000,hold_current_supplier_price,supplier_adjusted_spot_seasonal_index,canonical_outcome,canonical_outcome,,3522,55,99,2026-01-21,2026-04-30,-561.5904575533599,78.00373692476927
changed,open_ended,open_ended,5000,none,none,observed_relational_components,canonical_outcome,,5,5,1,2026-07-23,2026-07-23,0.0,697.2000000000005
changed,open_ended,open_ended,5000,none,recurring_forward_curve_shift,observed_relational_components,canonical_outcome,,11,11,1,2026-07-23,2026-07-23,124.11739146505363,237.02884744623668
changed,open_ended,open_ended,5000,none,supplier_adjusted_forward_curve_shift,canonical_outcome,canonical_outcome,,76,3,76,2026-05-08,2026-07-22,10.185370833333366,267.1304610215054
changed,open_ended,open_ended,5000,none,supplier_adjusted_forward_curve_shift,observed_relational_components,canonical_outcome,,13,13,1,2026-07-23,2026-07-23,104.58434543010765,305.05743817204325
changed,open_ended,open_ended,5000,none,supplier_adjusted_forward_premium,canonical_outcome,canonical_outcome,,162,2,147,2026-04-23,2026-09-16,-255.80629583333325,245.54901736111094
changed,open_ended,open_ended,5000,none,supplier_adjusted_forward_premium,observed_relational_components,canonical_outcome,,19,19,1,2026-07-23,2026-07-23,-685.8613279569894,132.4459981518819
changed,open_ended,open_ended,5000,none,supplier_adjusted_spot_seasonal_index,canonical_outcome,canonical_outcome,,122,4,88,2026-01-21,2026-04-22,-238.0311567896482,-28.765093061369726
changed,open_ended,open_ended,5000,recurring_forward_curve_shift,recurring_spot_seasonal_index,canonical_outcome,canonical_outcome,,344,18,22,2026-04-09,2026-04-30,2.8520169857318933,324.07166848619863
changed,open_ended,open_ended,5000,supplier_adjusted_forward_curve_shift,supplier_adjusted_forward_curve_shift,canonical_outcome,canonical_outcome,,44,7,9,2026-09-12,2026-09-20,-288.7117520833334,203.85019444444447
changed,open_ended,open_ended,5000,supplier_adjusted_forward_curve_shift,supplier_adjusted_forward_premium,canonical_outcome,canonical_outcome,,4,1,4,2026-09-17,2026-09-20,-49.324345138888816,-48.9004083333333
changed,open_ended,open_ended,5000,supplier_adjusted_forward_premium,supplier_adjusted_forward_curve_shift,canonical_outcome,canonical_outcome,,16,4,4,2026-09-17,2026-09-20,22.59142083333313,284.39258541666675
changed,open_ended,open_ended,5000,supplier_adjusted_forward_premium,supplier_adjusted_forward_premium,canonical_outcome,canonical_outcome,,60,15,4,2026-09-17,2026-09-20,-96.42919652777778,267.42728541666713
changed,open_ended,open_ended,5000,supplier_adjusted_spot_seasonal_index,none,canonical_outcome,observed_relational_components,,3,3,1,2026-09-14,2026-09-14,168.59066666666683,183.2317999999999
changed,open_ended,open_ended,5000,supplier_adjusted_spot_seasonal_index,supplier_adjusted_forward_curve_shift,canonical_outcome,canonical_outcome,,22,5,5,2026-09-12,2026-09-16,209.2880583333332,520.7748416666665
changed,open_ended,open_ended,5000,supplier_adjusted_spot_seasonal_index,supplier_adjusted_forward_premium,canonical_outcome,canonical_outcome,,75,15,5,2026-09-12,2026-09-16,-161.38949609375004,516.1183263888889
changed,quarterly,quarterly,18000,none,recurring_forward_curve_shift,observed_relational_components,canonical_outcome,,8,8,1,2026-07-23,2026-07-23,446.8226092741929,446.8226092741934
changed,quarterly,quarterly,18000,recurring_forward_curve_shift,none,canonical_outcome,observed_relational_components,,1,1,1,2026-09-14,2026-09-14,-641.1898999999999,-641.1898999999999
changed,quarterly,quarterly,18000,recurring_forward_curve_shift,recurring_spot_seasonal_index,canonical_outcome,canonical_outcome,,330,15,22,2026-04-09,2026-04-30,289.5954104301811,1016.7532742358953
changed,quarterly,quarterly,2000,none,recurring_forward_curve_shift,observed_relational_components,canonical_outcome,,8,8,1,2026-07-23,2026-07-23,49.64695658602142,49.6469565860215
changed,quarterly,quarterly,2000,recurring_forward_curve_shift,none,canonical_outcome,observed_relational_components,,1,1,1,2026-09-14,2026-09-14,-71.24329999999995,-71.24329999999995
changed,quarterly,quarterly,2000,recurring_forward_curve_shift,recurring_spot_seasonal_index,canonical_outcome,canonical_outcome,,330,15,22,2026-04-09,2026-04-30,32.17725671446459,112.97255269287706
changed,quarterly,quarterly,5000,none,recurring_forward_curve_shift,observed_relational_components,canonical_outcome,,8,8,1,2026-07-23,2026-07-23,124.11739146505369,124.11739146505386
changed,quarterly,quarterly,5000,recurring_forward_curve_shift,none,canonical_outcome,observed_relational_components,,1,1,1,2026-09-14,2026-09-14,-178.10830000000016,-178.10830000000016
changed,quarterly,quarterly,5000,recurring_forward_curve_shift,recurring_spot_seasonal_index,canonical_outcome,canonical_outcome,,330,15,22,2026-04-09,2026-04-30,80.44319178616149,282.4314817321932
changed,spot,spot,18000,forward_curve_spot,forward_curve_spot,observed_relational_components,canonical_outcome,,46,46,1,2026-07-23,2026-07-23,3.463759581294653,81.70576004470854
changed,spot,spot,2000,forward_curve_spot,forward_curve_spot,observed_relational_components,canonical_outcome,,47,47,1,2026-07-23,2026-07-23,0.384851064588247,9.07840667163427
changed,spot,spot,5000,forward_curve_spot,forward_curve_spot,observed_relational_components,canonical_outcome,,48,48,1,2026-07-23,2026-07-23,0.9621776614707187,22.696066679085448
lost,fixed_term_12,fixed_term_12,18000,none,none,observed_relational_components,canonical_outcome,canonical_outcome_not_listed,2,2,1,2026-07-23,2026-07-23,,
lost,fixed_term_12,fixed_term_12,2000,none,none,observed_relational_components,canonical_outcome,canonical_outcome_not_listed,2,2,1,2026-07-23,2026-07-23,,
lost,fixed_term_12,fixed_term_12,5000,none,none,observed_relational_components,canonical_outcome,canonical_outcome_not_listed,2,2,1,2026-07-23,2026-07-23,,
lost,fixed_term_24,fixed_term_24,18000,none,none,observed_relational_components,canonical_outcome,canonical_outcome_not_listed,1,1,1,2026-07-23,2026-07-23,,
lost,fixed_term_24,fixed_term_24,2000,none,none,observed_relational_components,canonical_outcome,canonical_outcome_not_listed,1,1,1,2026-07-23,2026-07-23,,
lost,fixed_term_24,fixed_term_24,5000,none,none,observed_relational_components,canonical_outcome,canonical_outcome_not_listed,1,1,1,2026-07-23,2026-07-23,,
lost,fixed_term_6,fixed_term_6,18000,none,none,observed_relational_components,canonical_outcome,canonical_outcome_not_listed,1,1,1,2026-07-23,2026-07-23,,
lost,fixed_term_6,fixed_term_6,2000,none,none,observed_relational_components,canonical_outcome,canonical_outcome_not_listed,1,1,1,2026-07-23,2026-07-23,,
lost,fixed_term_6,fixed_term_6,5000,none,none,observed_relational_components,canonical_outcome,canonical_outcome_not_listed,1,1,1,2026-07-23,2026-07-23,,
lost,fixed_term_7_11,fixed_term_7_11,18000,hold_last_known_price,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,57,2,57,2026-01-27,2026-04-07,,
lost,fixed_term_7_11,fixed_term_7_11,18000,none,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,20,3,20,2026-01-21,2026-02-11,,
lost,fixed_term_7_11,fixed_term_7_11,2000,hold_last_known_price,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,57,2,57,2026-01-27,2026-04-07,,
lost,fixed_term_7_11,fixed_term_7_11,2000,none,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,20,3,20,2026-01-21,2026-02-11,,
lost,fixed_term_7_11,fixed_term_7_11,5000,hold_last_known_price,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,57,2,57,2026-01-27,2026-04-07,,
lost,fixed_term_7_11,fixed_term_7_11,5000,none,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,20,3,20,2026-01-21,2026-02-11,,
lost,fixed_term_below6,fixed_term_below6,18000,hold_last_known_price,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,4,1,4,2026-01-30,2026-02-02,,
lost,fixed_term_below6,fixed_term_below6,18000,none,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,123,6,123,2026-01-21,2026-07-14,,
lost,fixed_term_below6,fixed_term_below6,2000,hold_last_known_price,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,30,2,30,2026-01-30,2026-05-11,,
lost,fixed_term_below6,fixed_term_below6,2000,none,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,123,6,123,2026-01-21,2026-07-14,,
lost,fixed_term_below6,fixed_term_below6,5000,hold_last_known_price,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,30,2,30,2026-01-30,2026-05-11,,
lost,fixed_term_below6,fixed_term_below6,5000,none,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,123,6,123,2026-01-21,2026-07-14,,
lost,hybrid,hybrid,18000,forward_curve_spot,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,4,2,4,2026-09-09,2026-09-16,,
lost,hybrid,hybrid,2000,forward_curve_spot,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,4,2,4,2026-09-09,2026-09-16,,
lost,hybrid,hybrid,5000,forward_curve_spot,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,4,2,4,2026-09-09,2026-09-16,,
lost,open_ended,open_ended,18000,hold_last_known_price,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,1,1,1,2026-07-24,2026-07-24,,
lost,open_ended,open_ended,18000,none,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,50,4,50,2026-07-24,2026-09-16,,
lost,open_ended,open_ended,18000,none,none,observed_relational_components,canonical_outcome,canonical_outcome_not_listed,3,3,1,2026-07-23,2026-07-23,,
lost,open_ended,open_ended,2000,hold_last_known_price,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,1,1,1,2026-07-24,2026-07-24,,
lost,open_ended,open_ended,2000,none,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,50,4,50,2026-07-24,2026-09-16,,
lost,open_ended,open_ended,2000,none,none,observed_relational_components,canonical_outcome,canonical_outcome_not_listed,5,5,1,2026-07-23,2026-07-23,,
lost,open_ended,open_ended,5000,hold_last_known_price,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,1,1,1,2026-07-24,2026-07-24,,
lost,open_ended,open_ended,5000,none,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,50,4,50,2026-07-24,2026-09-16,,
lost,open_ended,open_ended,5000,none,none,observed_relational_components,canonical_outcome,canonical_outcome_not_listed,3,3,1,2026-07-23,2026-07-23,,
lost,quarterly,quarterly,18000,recurring_forward_curve_shift,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,4,1,4,2026-07-24,2026-07-27,,
lost,quarterly,quarterly,2000,recurring_forward_curve_shift,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,4,1,4,2026-07-24,2026-07-27,,
lost,quarterly,quarterly,5000,recurring_forward_curve_shift,none,canonical_outcome,canonical_outcome,canonical_outcome_not_listed,4,1,4,2026-07-24,2026-07-27,,
lost,spot,spot,18000,forward_curve_spot,none,observed_relational_components,canonical_outcome,canonical_outcome_not_listed,3,3,1,2026-07-23,2026-07-23,,
lost,spot,spot,18000,forward_curve_spot,,canonical_outcome,observed_relational_components,exact_date_components_unavailable,1,1,1,2026-09-14,2026-09-14,,
lost,spot,spot,2000,forward_curve_spot,none,observed_relational_components,canonical_outcome,canonical_outcome_not_listed,3,3,1,2026-07-23,2026-07-23,,
lost,spot,spot,2000,forward_curve_spot,,canonical_outcome,observed_relational_components,exact_date_components_unavailable,1,1,1,2026-09-14,2026-09-14,,
lost,spot,spot,5000,forward_curve_spot,none,observed_relational_components,canonical_outcome,canonical_outcome_not_listed,3,3,1,2026-07-23,2026-07-23,,
lost,spot,spot,5000,forward_curve_spot,,canonical_outcome,observed_relational_components,exact_date_components_unavailable,1,1,1,2026-09-14,2026-09-14,,
new,,fixed_term_6,18000,,term_price_annualized,,canonical_outcome,,491,39,182,2026-01-21,2026-07-22,,
new,,fixed_term_6,2000,,term_price_annualized,,canonical_outcome,,491,39,182,2026-01-21,2026-07-22,,
new,,fixed_term_6,5000,,term_price_annualized,,canonical_outcome,,491,39,182,2026-01-21,2026-07-22,,
unavailable,,fixed_term_12,18000,,none,,canonical_outcome,annual_cost_exceeds_ceiling,13,1,13,2026-02-05,2026-02-18,,
unavailable,,fixed_term_12,18000,,,,canonical_outcome,historical_consumption_eligibility_unknown_null_mask,200,6,99,2026-04-15,2026-07-22,,
unavailable,,fixed_term_12,18000,,,,canonical_outcome,historical_consumption_out_of_range,73,3,59,2026-07-24,2026-09-20,,
unavailable,,fixed_term_12,18000,,,,observed_relational_components,legacy_annual_cost_mask_unavailable,2,2,1,2026-07-23,2026-07-23,,
unavailable,,fixed_term_13_23,18000,,none,,canonical_outcome,canonical_outcome_not_listed,5,1,5,2026-03-12,2026-03-16,,
