path,initial_checkpoint_sha256,final_sha256,changed
laravel/app/Services/CanonicalPricing/DTO/ContractPricingIntegrity.php,f229d5eb7663de004aa944435df1c30d7330c560d862a2bdbf270d9416f91681,f229d5eb7663de004aa944435df1c30d7330c560d862a2bdbf270d9416f91681,False
laravel/app/Services/CanonicalPricing/DTO/EnergyNormalBasis.php,98e01522460d470f67248e7799197806332c8e928b5953b201f1e5ea66cbd883,98e01522460d470f67248e7799197806332c8e928b5953b201f1e5ea66cbd883,False
laravel/app/Services/CanonicalPricing/DTO/EnergyPriceRule.php,cfbd907b8140563b364ca2138950fa1a150a5cd722eb3b66ec6f85f679d8fe93,cfbd907b8140563b364ca2138950fa1a150a5cd722eb3b66ec6f85f679d8fe93,False
laravel/app/Services/CanonicalPricing/DTO/EnergyRuleComparison.php,0bfd2f6fc451ba687a6e01ffb5081f42d99c8d11ad13f3ec18f02d59d8d7f5dc,0bfd2f6fc451ba687a6e01ffb5081f42d99c8d11ad13f3ec18f02d59d8d7f5dc,False
laravel/app/Services/CanonicalPricing/DTO/EnergyRulePlan.php,3bb258645fd9dc31a2677d4e2104e4ad90c9997c31ddf5fba283ac922a4c71db,3bb258645fd9dc31a2677d4e2104e4ad90c9997c31ddf5fba283ac922a4c71db,False
laravel/app/Services/CanonicalPricing/DTO/HistoricalSpotPrice.php,2ef8590b6a2d3cd1ad9c1eee1288eb4987182fd5985f10e8a45939a2dfc8dd13,2ef8590b6a2d3cd1ad9c1eee1288eb4987182fd5985f10e8a45939a2dfc8dd13,False
laravel/app/Services/CanonicalPricing/DTO/IncludedEnergyPackageData.php,4ce9188e8954086348f0b222ed50add89c23e87f1e752f7e6dab64fac841422d,4ce9188e8954086348f0b222ed50add89c23e87f1e752f7e6dab64fac841422d,False
laravel/app/Services/CanonicalPricing/DTO/NormalEnergyProjection.php,544ba354ba90a6093a4598209254897bb727bfdc00220f36c66aafcd808571a3,544ba354ba90a6093a4598209254897bb727bfdc00220f36c66aafcd808571a3,False
laravel/app/Services/CanonicalPricing/DTO/OfferComponentData.php,1f8d4ba62f18b228fda62d5d508519b1902ba3d52ca584c1fa7fa0a279467ad1,1f8d4ba62f18b228fda62d5d508519b1902ba3d52ca584c1fa7fa0a279467ad1,False
laravel/app/Services/CanonicalPricing/DTO/OfferTermData.php,8efb836bfdb64edfd747041ffa6c783c77bf539eb837d47c059ad7ee9449bc9e,8efb836bfdb64edfd747041ffa6c783c77bf539eb837d47c059ad7ee9449bc9e,False
laravel/app/Services/CanonicalPricing/DTO/PhaseBoundary.php,60a897668f13f810f8c082a9ab0f63cec0afba6357fb79f30430032df57fd0aa,60a897668f13f810f8c082a9ab0f63cec0afba6357fb79f30430032df57fd0aa,False
laravel/app/Services/CanonicalPricing/DTO/PricingPhase.php,5b80d2a42d3e4d07bf73570599fa8fc061e5ddb91df85ff9f2e4e72b6875be96,5b80d2a42d3e4d07bf73570599fa8fc061e5ddb91df85ff9f2e4e72b6875be96,False
laravel/app/Services/CanonicalPricing/DTO/RecurringScheduleData.php,ff3bc408efaaf75adefe5ec91850405d7b5a726ba5e3613f04abb24ae879ba6a,ff3bc408efaaf75adefe5ec91850405d7b5a726ba5e3613f04abb24ae879ba6a,False
laravel/app/Services/CanonicalPricing/DTO/SpotAssumptions.php,958bb0878c4324a591dd540310d38419f98a58be1485d58b697777912b637f68,958bb0878c4324a591dd540310d38419f98a58be1485d58b697777912b637f68,False
laravel/app/Services/CanonicalPricing/DTO/WindowSegment.php,66f06e13af4742384d4d9cddf03be1ae106b53b14f2f78a78c0ac79bac09b8eb,66f06e13af4742384d4d9cddf03be1ae106b53b14f2f78a78c0ac79bac09b8eb,False
laravel/app/Services/CanonicalPricing/Enums/AllowanceCadence.php,5435a61c2bf62b90a71e2885672083e390bb89ff635072fa54641805ed1f094f,5435a61c2bf62b90a71e2885672083e390bb89ff635072fa54641805ed1f094f,False
laravel/app/Services/CanonicalPricing/Enums/BoundaryKind.php,f364e6ebc592914542b1cb3389fbe2b993cf4dd3e1bbdb7df0e6e71d6a4239a4,f364e6ebc592914542b1cb3389fbe2b993cf4dd3e1bbdb7df0e6e71d6a4239a4,False
laravel/app/Services/CanonicalPricing/Enums/CalculationStatus.php,930e076af82a63307fa2018d7e8bf2681c3231399d89cb8f7913c0e4aefd7e62,930e076af82a63307fa2018d7e8bf2681c3231399d89cb8f7913c0e4aefd7e62,False
laravel/app/Services/CanonicalPricing/Enums/ComparisonPolicy.php,766b4e18d3139fde6bfb83ab5a9a9f10ca7a3da9ab8b03d4400eb3d3eef4c7d6,766b4e18d3139fde6bfb83ab5a9a9f10ca7a3da9ab8b03d4400eb3d3eef4c7d6,False
laravel/app/Services/CanonicalPricing/Enums/ComponentType.php,9d0f4f4a85e610cb675dd9f4d63b9b614a1d40337efbb4a546a0f87191177112,9d0f4f4a85e610cb675dd9f4d63b9b614a1d40337efbb4a546a0f87191177112,False
laravel/app/Services/CanonicalPricing/Enums/ComponentUnit.php,8f194547e474cc9fb7ef83eae2f0699d878528a9388d666c28edd65a9d65bfb7,8f194547e474cc9fb7ef83eae2f0699d878528a9388d666c28edd65a9d65bfb7,False
laravel/app/Services/CanonicalPricing/Enums/ContractComparability.php,ffe0c0111b1d4d3648ccd9f08a797ba21826e20fde7fdde9374f552084c5f6ae,ffe0c0111b1d4d3648ccd9f08a797ba21826e20fde7fdde9374f552084c5f6ae,False
laravel/app/Services/CanonicalPricing/Enums/EnergyPriceRuleKind.php,a38f039fee55f73ddf54da15f2ab71717c8fab70e642f2383448db9e41e6cb11,a38f039fee55f73ddf54da15f2ab71717c8fab70e642f2383448db9e41e6cb11,False
laravel/app/Services/CanonicalPricing/Enums/EstimateMethod.php,ebc86782891e546c7e336f6ecc70226967274917f64fbead52ff42915dfa58c9,ebc86782891e546c7e336f6ecc70226967274917f64fbead52ff42915dfa58c9,False
laravel/app/Services/CanonicalPricing/Enums/IntegrityReasonFamily.php,0287d6e8d1bd921ee5fdbc5545ebb63fc23145f31fe7d1acc0b6eedd9b056960,0287d6e8d1bd921ee5fdbc5545ebb63fc23145f31fe7d1acc0b6eedd9b056960,False
laravel/app/Services/CanonicalPricing/Enums/MisleadingState.php,4ab77b3e23bd9e074af7e73ee643c0395f4b978132e1e7cf9be261015284101d,4ab77b3e23bd9e074af7e73ee643c0395f4b978132e1e7cf9be261015284101d,False
laravel/app/Services/CanonicalPricing/Enums/PeriodPricingUnavailableReason.php,9da0f344596258e9d21790544ab9a2efd0fe804be431eabb9c96ca8082d33318,9da0f344596258e9d21790544ab9a2efd0fe804be431eabb9c96ca8082d33318,False
laravel/app/Services/CanonicalPricing/Enums/PhaseKind.php,a1568128f80065b30d584e6d48a6abea44ae4cb6d651fffc78f1c8375c9d313d,a1568128f80065b30d584e6d48a6abea44ae4cb6d651fffc78f1c8375c9d313d,False
laravel/app/Services/CanonicalPricing/Enums/PriceRole.php,900889f4f946f05460859151bee1af0d18f998d21f6f152264e71941636510dd,900889f4f946f05460859151bee1af0d18f998d21f6f152264e71941636510dd,False
laravel/app/Services/CanonicalPricing/Exceptions/CanonicalPricingParseException.php,9c384018a7514717827bbd30b3dc5decf1889e4759be31580084c7f7e225e1ec,9c384018a7514717827bbd30b3dc5decf1889e4759be31580084c7f7e225e1ec,False
laravel/app/Services/CanonicalPricing/ForwardPremium/CurrentPremiumEvidenceLoader.php,d70d38efc537ea5e40b7ac6aa02558e851b92817a0f47efe552ad7b3d0cec808,d70d38efc537ea5e40b7ac6aa02558e851b92817a0f47efe552ad7b3d0cec808,False
laravel/app/Services/CanonicalPricing/ForwardPremium/ForwardPremiumResolver.php,5ce2a2cb6b812cbfb1f351c516678b057228024762b73f2a4685ce2dfed63212,5ce2a2cb6b812cbfb1f351c516678b057228024762b73f2a4685ce2dfed63212,False
laravel/app/Services/CanonicalPricing/ForwardPremium/PremiumCompatibility.php,7af751f4cde7f80d591f35f06039fd584492d47d8eea2ac53e98b4d67fec1bc3,7af751f4cde7f80d591f35f06039fd584492d47d8eea2ac53e98b4d67fec1bc3,False
laravel/app/Services/CanonicalPricing/ForwardPremium/PremiumEstimate.php,322f49bc29e7ef6a32f9639d69b2fd997ef40dbb12da6cb64604c6929f84135b,322f49bc29e7ef6a32f9639d69b2fd997ef40dbb12da6cb64604c6929f84135b,False
laravel/app/Services/CanonicalPricing/ForwardPremium/PremiumFamily.php,93a6449d4e9554adf627a8b07b26d75c168a981c8a4705a68b4dc4f7606701a8,93a6449d4e9554adf627a8b07b26d75c168a981c8a4705a68b4dc4f7606701a8,False
laravel/app/Services/CanonicalPricing/ForwardPremium/PremiumObservation.php,fe154ced3828fa93241f9475bf0398c7bb53ad4f65dc9796c9180ac60f9522d2,fe154ced3828fa93241f9475bf0398c7bb53ad4f65dc9796c9180ac60f9522d2,False
laravel/app/Services/CanonicalPricing/ForwardPremium/PremiumSource.php,7e864d3e6751525405b5633b07e5b1ee723cae0c3cd724a553fd0bf324973d2b,7e864d3e6751525405b5633b07e5b1ee723cae0c3cd724a553fd0bf324973d2b,False
laravel/app/Services/CanonicalPricing/ForwardPremium/PremiumTarget.php,d83dd765320451086212fb5ebd759a7ed0ec95d139c4c6ce3a439a61bdebc7f1,d83dd765320451086212fb5ebd759a7ed0ec95d139c4c6ce3a439a61bdebc7f1,False
laravel/app/Services/CanonicalPricing/ForwardPremium/PremiumVatBasis.php,2b76d995a7dc409b240be18745270e17c4d0d1d7b07cc3f7c5e9e7932a9fc2e7,2b76d995a7dc409b240be18745270e17c4d0d1d7b07cc3f7c5e9e7932a9fc2e7,False
laravel/app/Services/CanonicalPricing/MarketReset/DTO/ResetEstimate.php,9c2160374c8c67db205de0c4c399d32e71f89636c8efdcb7554f7d16c4f2078b,9c2160374c8c67db205de0c4c399d32e71f89636c8efdcb7554f7d16c4f2078b,False
laravel/app/Services/CanonicalPricing/MarketReset/DTO/ResetEstimateRequest.php,ba91ac1c903298ec4fc64b25fc518b4ce8f4ec34b1cdb67b0657417813244d7b,ba91ac1c903298ec4fc64b25fc518b4ce8f4ec34b1cdb67b0657417813244d7b,False
laravel/app/Services/CanonicalPricing/MarketReset/DTO/ResetEstimatorSettings.php,9c6d2f2be0e3bb87c4247cada28e5a87f44f35c34bf3a887d1fd199d90bb7d38,9c6d2f2be0e3bb87c4247cada28e5a87f44f35c34bf3a887d1fd199d90bb7d38,False
laravel/app/Services/CanonicalPricing/MarketReset/DTO/ResetPremiumCandidate.php,8fa86ffcad5dc3fdfca3dd905581241705597aa45557f811fda6ba4ae0c59db2,8fa86ffcad5dc3fdfca3dd905581241705597aa45557f811fda6ba4ae0c59db2,False
laravel/app/Services/CanonicalPricing/MarketReset/EexMarketReferenceCurveProvider.php,b7fa2acb403cf899e74b66d8cda1e4ae65273c7c9c780f99e362f91c23c1710a,b7fa2acb403cf899e74b66d8cda1e4ae65273c7c9c780f99e362f91c23c1710a,False
laravel/app/Services/CanonicalPricing/MarketReset/Enums/ResetEstimateBasis.php,f3cf731dca5db5b39c28d0a63551bb94e284a59a8d9ef93a8b1efec39c62416d,f3cf731dca5db5b39c28d0a63551bb94e284a59a8d9ef93a8b1efec39c62416d,False
laravel/app/Services/CanonicalPricing/MarketReset/MarketReferenceCurveProvider.php,cfec676f05af9c1156f7f3b2e5d1ea91865ab7d2596cb51e9eb62df937ab0570,cfec676f05af9c1156f7f3b2e5d1ea91865ab7d2596cb51e9eb62df937ab0570,False
laravel/app/Services/CanonicalPricing/MarketReset/MarketResetPriceEstimator.php,e44378a1197f76c054d43d130d4ec8cd0a560325200f91cddf395e7509e0eb35,e44378a1197f76c054d43d130d4ec8cd0a560325200f91cddf395e7509e0eb35,False
laravel/app/Services/CanonicalPricing/MarketReset/ResetEstimateCopy.php,3474867e252b30a8e86127ad129ab309094c91cd6d8086bee2696fd855aac389,3474867e252b30a8e86127ad129ab309094c91cd6d8086bee2696fd855aac389,False
laravel/app/Services/CanonicalPricing/PricingMode.php,f2ad9d5b0709b2245c49a65fc6b85648ef369089524175e55ef5e39e2101d334,f2ad9d5b0709b2245c49a65fc6b85648ef369089524175e55ef5e39e2101d334,False
laravel/app/Services/CanonicalPricing/PromotionTermsAssessment.php,949a859c64e3ebac16402d99f80b46a94c77d4f5142bb9304e5942701954f2a3,949a859c64e3ebac16402d99f80b46a94c77d4f5142bb9304e5942701954f2a3,False
laravel/app/Services/CanonicalPricing/SpotForward/DTO/SpotEstimate.php,c1f7d63f25f3af74a92c0dbbcc1772fed877aeae0030f211b2c40ec7f53e8e51,c1f7d63f25f3af74a92c0dbbcc1772fed877aeae0030f211b2c40ec7f53e8e51,False
laravel/app/Services/CanonicalPricing/SpotForward/Enums/SpotEstimateBasis.php,54a3308f8fb0aa22a99f2b4f3bad809cf9dcbf2a4b094b2c56a3f34312a47525,54a3308f8fb0aa22a99f2b4f3bad809cf9dcbf2a4b094b2c56a3f34312a47525,False
laravel/app/Services/CanonicalPricing/SpotForward/SpotForwardPriceEstimator.php,a59d178e4487d9663487d02d4ce70452ec27ff4a654b9431e61a9a648456783d,a59d178e4487d9663487d02d4ce70452ec27ff4a654b9431e61a9a648456783d,False
laravel/app/Services/CanonicalPricing/SupplierAdjusted/CurrentNormalCandidateExtractor.php,14b3def78df8035a129f0635e85e50d9264ffa4d1dd2661cde53a943469bf484,14b3def78df8035a129f0635e85e50d9264ffa4d1dd2661cde53a943469bf484,False
laravel/app/Services/CanonicalPricing/SupplierAdjusted/CurrentPriceEpisodeResolver.php,56c1291c9fb2b4148d4a45551937beb08c3b377c43129605e394848f9dcff374,56c1291c9fb2b4148d4a45551937beb08c3b377c43129605e394848f9dcff374,False
laravel/app/Services/CanonicalPricing/SupplierAdjusted/DTO/PriceEpisodeAnchor.php,f449b697f0b85e34f0f849613066f2865c505b8d77defafef5bfffebcc668bc0,f449b697f0b85e34f0f849613066f2865c505b8d77defafef5bfffebcc668bc0,False
laravel/app/Services/CanonicalPricing/SupplierAdjusted/DTO/SupplierAdjustedCandidate.php,0cb691e31714481cc91669f2c98e951e2a5b8eafb7c6a496997d2e56ae5a6a61,0cb691e31714481cc91669f2c98e951e2a5b8eafb7c6a496997d2e56ae5a6a61,False
laravel/app/Services/CanonicalPricing/SupplierAdjusted/DTO/SupplierAdjustedEstimate.php,ae1af64da8d936047cdc0a20caa2acbd76256f819bd3fe708bde8ffee5d67fa7,ae1af64da8d936047cdc0a20caa2acbd76256f819bd3fe708bde8ffee5d67fa7,False
laravel/app/Services/CanonicalPricing/SupplierAdjusted/DTO/SupplierAdjustedEstimateRequest.php,61f066e9f6c9c3c30a39a6088672d969b771117ab313c1468b61e431fb40b088,61f066e9f6c9c3c30a39a6088672d969b771117ab313c1468b61e431fb40b088,False
laravel/app/Services/CanonicalPricing/SupplierAdjusted/Enums/PriceEpisodeEvidenceBasis.php,8001716a5d864d8869a07817ecfa079af29e7b5a205931172e4380c28444d394,8001716a5d864d8869a07817ecfa079af29e7b5a205931172e4380c28444d394,False
laravel/app/Services/CanonicalPricing/SupplierAdjusted/Enums/SupplierAdjustedEstimateBasis.php,ede3092cb86456883de8799aa1b273ffb3d977001f91b22004295aed11226820,ede3092cb86456883de8799aa1b273ffb3d977001f91b22004295aed11226820,False
laravel/app/Services/CanonicalPricing/SupplierAdjusted/SupplierAdjustedEligibility.php,4da43d873a6d00d8d721caec6addae078bd6761de25b13c0ee8da3ad9d5de521,4da43d873a6d00d8d721caec6addae078bd6761de25b13c0ee8da3ad9d5de521,False
laravel/app/Services/CanonicalPricing/SupplierAdjusted/SupplierAdjustedEstimateCopy.php,cfaed5951bb76ac4c6640509fa75c376a2fb504c3dcc39c0fd0757250858765c,cfaed5951bb76ac4c6640509fa75c376a2fb504c3dcc39c0fd0757250858765c,False
laravel/app/Services/CanonicalPricing/SupplierAdjusted/SupplierAdjustedPriceEstimator.php,2698209d2b377917fb2321e42540928b486495530af7f5ca44dbcd7d5fbaef94,2698209d2b377917fb2321e42540928b486495530af7f5ca44dbcd7d5fbaef94,False
laravel/app/Services/CanonicalPricing/Support/EnergyRuleOfferTerms.php,47431a6fffcb7956d446adb7d74619e812f365821121532158f53376e38185a6,47431a6fffcb7956d446adb7d74619e812f365821121532158f53376e38185a6,False
laravel/app/Services/CanonicalPricing/Support/MonthlyUsageProfileBuilder.php,8852f1489dd86195cb89d0e040b5be9d6e9e41e093701e855d6f71fb12150eea,8852f1489dd86195cb89d0e040b5be9d6e9e41e093701e855d6f71fb12150eea,False
laravel/app/Services/CanonicalPricing/Support/PhaseTimelineBuilder.php,253ff798dcdb11f58946e9c79114cee20d1fa5cc6c107e2ca0712647380c3641,253ff798dcdb11f58946e9c79114cee20d1fa5cc6c107e2ca0712647380c3641,False
laravel/app/Services/ContractStatistics/AnnualCostCompatibilityKey.php,a98bad26fd602b3a1d9d22fabe679fc4c6e7b2dafb9ed7dfb9a7379a149dc934,a98bad26fd602b3a1d9d22fabe679fc4c6e7b2dafb9ed7dfb9a7379a149dc934,False
laravel/app/Services/ContractStatistics/AnnualCostStatisticsWriter.php,8de3810d02171a84231dde732fe3c1fef0a3a5d8495cea3612c3464cac3ff904,8de3810d02171a84231dde732fe3c1fef0a3a5d8495cea3612c3464cac3ff904,False
laravel/app/Services/ContractStatistics/AnnualSeriesCompatibility.php,98af59c4dbea7e343a554e70ef71527744483d521125ea90fbedf7dbbdb076c6,98af59c4dbea7e343a554e70ef71527744483d521125ea90fbedf7dbbdb076c6,False
laravel/app/Services/ContractStatistics/AsOfAnnualCostCalculator.php,22ea873f175195e49745afc4a47e14a95618a8ce7323587e144b6dd494a04b0d,22ea873f175195e49745afc4a47e14a95618a8ce7323587e144b6dd494a04b0d,False
laravel/app/Services/ContractStatistics/AsOfAnnualCostEvidenceResolver.php,98e1913211190d6da5af0888a5b2aa01b96c8819674e29f17675672e0ee59c90,98e1913211190d6da5af0888a5b2aa01b96c8819674e29f17675672e0ee59c90,False
laravel/app/Services/ContractStatistics/AsOfPremiumEvidenceAdapter.php,5df3eea8747cd654b74d312cc05272627acfd4b42e9e7b3ad083c8711d9b3c10,07027acce167015e70137b5e19334936b3871aa06524143e64dac360edc9cdc1,True
laravel/app/Services/ContractStatistics/AsOfSpotAssumptionsProvider.php,4a43d96c57209020aeba460823ed86a403cdb21a1dbf5e12dfd4ee1f64677367,4a43d96c57209020aeba460823ed86a403cdb21a1dbf5e12dfd4ee1f64677367,False
laravel/app/Services/ContractStatistics/ContractPercentileResult.php,fe5e548e9965c2fa81c130bc274efb9540a7b4adb5afd6960749419c92219c67,fe5e548e9965c2fa81c130bc274efb9540a7b4adb5afd6960749419c92219c67,False
laravel/app/Services/ContractStatistics/ContractPercentileService.php,63fcae8e82e1ee2a0735c9265ab20f70a99afb0f7fcfc7667c5fef6433ae7068,63fcae8e82e1ee2a0735c9265ab20f70a99afb0f7fcfc7667c5fef6433ae7068,False
laravel/app/Services/ContractStatistics/ContractPriceBasis.php,b897e85155e5b22564eaf4b4c6d7e6e1d52b6f7db5103afcdf94ea5d6c087d67,b897e85155e5b22564eaf4b4c6d7e6e1d52b6f7db5103afcdf94ea5d6c087d67,False
laravel/app/Services/ContractStatistics/ContractPriceStatisticsService.php,48616685b04a4cd9f534d7bdcb4f41cbed4ddfd0a28745ce62b75ac19986f7a9,48616685b04a4cd9f534d7bdcb4f41cbed4ddfd0a28745ce62b75ac19986f7a9,False
laravel/app/Services/ContractStatistics/ContractStatisticsSegmentClassifier.php,03070e7d48bd69c8b3cfefbb5a60827d9981f7cae6285136cca1397f7fa15110,03070e7d48bd69c8b3cfefbb5a60827d9981f7cae6285136cca1397f7fa15110,False
laravel/app/Services/ContractStatistics/CurrentCanonicalAnnualCostResultFactory.php,d15740c7b8846b0713d137ef6867a14de87d798866782f9f066e60326e643576,d15740c7b8846b0713d137ef6867a14de87d798866782f9f066e60326e643576,False
laravel/app/Services/ContractStatistics/DTO/AnnualCostAggregateSummary.php,716cdf0f4b1d7712316e15beb30c75f2824cd7169a0434e693c6e89fbd89b433,716cdf0f4b1d7712316e15beb30c75f2824cd7169a0434e693c6e89fbd89b433,False
laravel/app/Services/ContractStatistics/DTO/AnnualCostStatisticsDateSummary.php,52ade16c2a42d2d4a8505a60cbe267c86436a8749c01fe2443c6eb3e12c4fa7d,52ade16c2a42d2d4a8505a60cbe267c86436a8749c01fe2443c6eb3e12c4fa7d,False
laravel/app/Services/ContractStatistics/DTO/AsOfAnnualCostEvidence.php,1c9fe16fd609367be36afbd81e6b6b14600ebdeb6660bfae21f0c867fcc7f4f4,1c9fe16fd609367be36afbd81e6b6b14600ebdeb6660bfae21f0c867fcc7f4f4,False
laravel/app/Services/ContractStatistics/DTO/AsOfAnnualCostResult.php,17da463038d7eeea7841e836a685092bee65d6ab28549bbbd8127213905d1f66,17da463038d7eeea7841e836a685092bee65d6ab28549bbbd8127213905d1f66,False
laravel/app/Services/ContractStatistics/DTO/AsOfSpotAssumptionsResult.php,aef8ec58c6956f3ee9f44bab184a3ac4c7137e2627491c88b37f182f069cfc5a,aef8ec58c6956f3ee9f44bab184a3ac4c7137e2627491c88b37f182f069cfc5a,False
laravel/app/Services/ContractStatistics/DTO/SellerSetEnergyPriceIndexDateSummary.php,98df46ac1d6d6d260f2f747895f8144b0f641597cbf3970f50c6b099cdc079e7,98df46ac1d6d6d260f2f747895f8144b0f641597cbf3970f50c6b099cdc079e7,False
laravel/app/Services/ContractStatistics/DTO/SourceInterpretationProvenance.php,912f37cbc22f82f831358f156c7ec799fd7246109f98bd3cdd69ca6a1c068e71,912f37cbc22f82f831358f156c7ec799fd7246109f98bd3cdd69ca6a1c068e71,False
laravel/app/Services/ContractStatistics/Enums/AnnualCostCalculationBasis.php,2f5cb9d113dbc13fc38d02ec01a19abec34e1da441e6e486c0b54676671a7604,2f5cb9d113dbc13fc38d02ec01a19abec34e1da441e6e486c0b54676671a7604,False
laravel/app/Services/ContractStatistics/Enums/AnnualCostMethodVersion.php,e277920fa850ca10d96e841d2a80e1699101300592ac735132a2ab79725f1b64,e277920fa850ca10d96e841d2a80e1699101300592ac735132a2ab79725f1b64,False
laravel/app/Services/ContractStatistics/HistoricalPriceEpisodeResolver.php,0e0ca089d653338d4c0b08e9d5208f337c46d6cfb5be37246640c0be1241aaf9,0e0ca089d653338d4c0b08e9d5208f337c46d6cfb5be37246640c0be1241aaf9,False
laravel/app/Services/ContractStatistics/SellerSetEnergyPriceIndexService.php,40216bd5204b617ed7e89a72008a1ad62a58fff160b3a3c587df238b864a6c6d,40216bd5204b617ed7e89a72008a1ad62a58fff160b3a3c587df238b864a6c6d,False
