path,before_sha256,resume_sha256,after_sha256,unchanged,excluded_current_entrypoint
laravel/app/Console/Commands/CompleteContractImport.php,fb98b05a6538844f4ae73c1f52dd934d31bfbc76cb3c49c4609939c6445f60ae,fb98b05a6538844f4ae73c1f52dd934d31bfbc76cb3c49c4609939c6445f60ae,fb98b05a6538844f4ae73c1f52dd934d31bfbc76cb3c49c4609939c6445f60ae,True,False
laravel/app/Console/Commands/CrossCheckRetailPremiums.php,09f30b111e07ce5f96c7605c73830e6034e0ea6f88bd699e31110406c50911dc,09f30b111e07ce5f96c7605c73830e6034e0ea6f88bd699e31110406c50911dc,09f30b111e07ce5f96c7605c73830e6034e0ea6f88bd699e31110406c50911dc,True,False
laravel/app/Console/Commands/DetectReplacementContracts.php,f99c8d251f1201c633419dd4b32b573994a35ef50cda4814b84b8e83865d2d71,f99c8d251f1201c633419dd4b32b573994a35ef50cda4814b84b8e83865d2d71,f99c8d251f1201c633419dd4b32b573994a35ef50cda4814b84b8e83865d2d71,True,False
laravel/app/Console/Commands/DownloadLogos.php,eb1db5e57f15b6ff8ba3d5f5e2cc5ad50ec1ff659a7e6fb52506ad3f5e9f9847,eb1db5e57f15b6ff8ba3d5f5e2cc5ad50ec1ff659a7e6fb52506ad3f5e9f9847,eb1db5e57f15b6ff8ba3d5f5e2cc5ad50ec1ff659a7e6fb52506ad3f5e9f9847,True,False
laravel/app/Console/Commands/EvaluateFixedContractPriceForecasts.php,ce3ddeda9795ed44ed484a52974724d0a77e32346cbea0433fff6d5bbecc7dab,ce3ddeda9795ed44ed484a52974724d0a77e32346cbea0433fff6d5bbecc7dab,ce3ddeda9795ed44ed484a52974724d0a77e32346cbea0433fff6d5bbecc7dab,True,False
laravel/app/Console/Commands/FetchContracts.php,1b55bca20e247bf31291ecbd8c5f689de946acb6805c0e4b1b87cc7e12fd46b8,1b55bca20e247bf31291ecbd8c5f689de946acb6805c0e4b1b87cc7e12fd46b8,1b55bca20e247bf31291ecbd8c5f689de946acb6805c0e4b1b87cc7e12fd46b8,True,False
laravel/app/Console/Commands/FetchEexFutures.php,c8b1bf7865ee8420fc9fbe6081a66599191c2e42e2c81efda5b050db93bfa771,c8b1bf7865ee8420fc9fbe6081a66599191c2e42e2c81efda5b050db93bfa771,c8b1bf7865ee8420fc9fbe6081a66599191c2e42e2c81efda5b050db93bfa771,True,False
laravel/app/Console/Commands/FetchSpot.php,4d50b11c86846cb6f57c1ac1086cf674dde6c4018ccccee7cd658112fda876eb,4d50b11c86846cb6f57c1ac1086cf674dde6c4018ccccee7cd658112fda876eb,4d50b11c86846cb6f57c1ac1086cf674dde6c4018ccccee7cd658112fda876eb,True,False
laravel/app/Console/Commands/FetchSpotForecast.php,caf4b038e55c59c2e2080a6116282c2a481414ac6120848d51d59d65ad910458,caf4b038e55c59c2e2080a6116282c2a481414ac6120848d51d59d65ad910458,caf4b038e55c59c2e2080a6116282c2a481414ac6120848d51d59d65ad910458,True,False
laravel/app/Console/Commands/GenerateSitemap.php,27a015150c1a2532d2f8ef2ca12d7d14e888d730b2aea8592c223545118d6de2,27a015150c1a2532d2f8ef2ca12d7d14e888d730b2aea8592c223545118d6de2,27a015150c1a2532d2f8ef2ca12d7d14e888d730b2aea8592c223545118d6de2,True,False
laravel/app/Console/Commands/ImportMunicipalities.php,41c0f7b25cbf2cf2c6e3217570f9f274fda2962b819e39a437996853db3d9049,41c0f7b25cbf2cf2c6e3217570f9f274fda2962b819e39a437996853db3d9049,41c0f7b25cbf2cf2c6e3217570f9f274fda2962b819e39a437996853db3d9049,True,False
laravel/app/Console/Commands/ImportPostcodeCoordinates.php,97dfa2c9a9801bdf67edb21e5b73bd3feac87f14cbd021e2552c05deed3dae49,97dfa2c9a9801bdf67edb21e5b73bd3feac87f14cbd021e2552c05deed3dae49,97dfa2c9a9801bdf67edb21e5b73bd3feac87f14cbd021e2552c05deed3dae49,True,False
laravel/app/Console/Commands/InterpretContracts.php,5273627d86cb23ddf86f8ae257228eb01cb078ffbb46add8b016fb5dee64fbf6,5273627d86cb23ddf86f8ae257228eb01cb078ffbb46add8b016fb5dee64fbf6,5273627d86cb23ddf86f8ae257228eb01cb078ffbb46add8b016fb5dee64fbf6,True,False
laravel/app/Console/Commands/LinkReplacementContracts.php,a7504d2a014557be406c6f524b3e4fa2546246770f9e3d9018d991045c5096e2,a7504d2a014557be406c6f524b3e4fa2546246770f9e3d9018d991045c5096e2,a7504d2a014557be406c6f524b3e4fa2546246770f9e3d9018d991045c5096e2,True,False
laravel/app/Console/Commands/OptimizeLogos.php,47269b1944dbf100a72c1bd1691d7258288ad79d0d4f9f277c9a84fd3df1cc5b,47269b1944dbf100a72c1bd1691d7258288ad79d0d4f9f277c9a84fd3df1cc5b,47269b1944dbf100a72c1bd1691d7258288ad79d0d4f9f277c9a84fd3df1cc5b,True,False
laravel/app/Console/Commands/PreviewSocialPrompt.php,dbb39907420bd75c0fd35207b728af490d92358c6215e094cf1f1029ebf1a706,dbb39907420bd75c0fd35207b728af490d92358c6215e094cf1f1029ebf1a706,dbb39907420bd75c0fd35207b728af490d92358c6215e094cf1f1029ebf1a706,True,False
laravel/app/Console/Commands/PublishDailySpot.php,f2e92bbdf7bab4439db91ae54c1bbc3d0a0042581eef3973753e1fdee3d86793,f2e92bbdf7bab4439db91ae54c1bbc3d0a0042581eef3973753e1fdee3d86793,f2e92bbdf7bab4439db91ae54c1bbc3d0a0042581eef3973753e1fdee3d86793,True,False
laravel/app/Console/Commands/RebuildAnnualCostStatistics.php,cfef850be50ccf4a432dbe8f5b9472ca686097aec8ec15227e6de13b74d2e47d,cfef850be50ccf4a432dbe8f5b9472ca686097aec8ec15227e6de13b74d2e47d,cfef850be50ccf4a432dbe8f5b9472ca686097aec8ec15227e6de13b74d2e47d,True,False
laravel/app/Console/Commands/RenderWeeklyOffersVideo.php,deeefc35d4c8f44ae37b4601daaebf862f1741e3df2905654d5e6ef465c634fe,deeefc35d4c8f44ae37b4601daaebf862f1741e3df2905654d5e6ef465c634fe,deeefc35d4c8f44ae37b4601daaebf862f1741e3df2905654d5e6ef465c634fe,True,False
laravel/app/Console/Commands/RepairPriceComponentCollisions.php,aec78c69a9eac0d1c9be745cb37528f8258556fdc5a5351cad8cd84976f5f9a7,aec78c69a9eac0d1c9be745cb37528f8258556fdc5a5351cad8cd84976f5f9a7,aec78c69a9eac0d1c9be745cb37528f8258556fdc5a5351cad8cd84976f5f9a7,True,False
laravel/app/Console/Commands/ReportFixedContractPriceForecasts.php,3b9ade6e9d505a67b2db662b8ba35a76e7b8baa72c260c48a76a5fab275be501,3b9ade6e9d505a67b2db662b8ba35a76e7b8baa72c260c48a76a5fab275be501,3b9ade6e9d505a67b2db662b8ba35a76e7b8baa72c260c48a76a5fab275be501,True,False
laravel/app/Console/Commands/RepublishGatedRelationalPricing.php,2f2e78327b2ea75bdb21b9ab282fe10f590e37d13da86d386b14e072fc3856ef,2f2e78327b2ea75bdb21b9ab282fe10f590e37d13da86d386b14e072fc3856ef,2f2e78327b2ea75bdb21b9ab282fe10f590e37d13da86d386b14e072fc3856ef,True,False
laravel/app/Console/Commands/RunFixedContractPriceForecasts.php,840d60b2b0e1f36147400db33dfe9b8e659ff18c991d06aaf82c2c84e9929d2d,840d60b2b0e1f36147400db33dfe9b8e659ff18c991d06aaf82c2c84e9929d2d,840d60b2b0e1f36147400db33dfe9b8e659ff18c991d06aaf82c2c84e9929d2d,True,False
laravel/app/Console/Commands/SyncProductionDatabase.php,44317d81cb2d4c0b01f9da632b36d58b392de9b159dadb1f54c7951c315d7ee5,44317d81cb2d4c0b01f9da632b36d58b392de9b159dadb1f54c7951c315d7ee5,44317d81cb2d4c0b01f9da632b36d58b392de9b159dadb1f54c7951c315d7ee5,True,False
laravel/app/Console/Commands/WarmContractListCache.php,d9bf706f166683cac2ba6d21013c0f172e2b3d4ada3d965529e97c28d54986a6,d9bf706f166683cac2ba6d21013c0f172e2b3d4ada3d965529e97c28d54986a6,d9bf706f166683cac2ba6d21013c0f172e2b3d4ada3d965529e97c28d54986a6,True,False
laravel/app/Console/Commands/WarmContractPriceStatisticsCacheCommand.php,875d916006738874c0f070ff8ae086e39b30c52721a78be51a9bb32017333753,875d916006738874c0f070ff8ae086e39b30c52721a78be51a9bb32017333753,875d916006738874c0f070ff8ae086e39b30c52721a78be51a9bb32017333753,True,False
laravel/app/Enums/BuildingEnergyRating.php,3718ad13be866231a17e50d6fccd873cc5abadb0df071be0dc324595f4e59d25,3718ad13be866231a17e50d6fccd873cc5abadb0df071be0dc324595f4e59d25,3718ad13be866231a17e50d6fccd873cc5abadb0df071be0dc324595f4e59d25,True,False
laravel/app/Enums/BuildingRegion.php,e72cb0ec3ad7737bad85152a80f712febea92b45d7a33bf8b822e09551a23689,e72cb0ec3ad7737bad85152a80f712febea92b45d7a33bf8b822e09551a23689,e72cb0ec3ad7737bad85152a80f712febea92b45d7a33bf8b822e09551a23689,True,False
laravel/app/Enums/BuildingType.php,1f801a6ea0b6759cf16f96991890ef44bde1eb5972df2db76e2ca5ee8687cabb,1f801a6ea0b6759cf16f96991890ef44bde1eb5972df2db76e2ca5ee8687cabb,1f801a6ea0b6759cf16f96991890ef44bde1eb5972df2db76e2ca5ee8687cabb,True,False
laravel/app/Enums/ContractType.php,c3e26893c68b5f604d20ce0820693fe8889b5ddfa13637c23b1d236763468085,c3e26893c68b5f604d20ce0820693fe8889b5ddfa13637c23b1d236763468085,c3e26893c68b5f604d20ce0820693fe8889b5ddfa13637c23b1d236763468085,True,False
laravel/app/Enums/CurrentHeatingMethod.php,84d40580b9e3ef2c34e49598ef24b8bd40a345ebf2c5472251d0b1bb39c53619,84d40580b9e3ef2c34e49598ef24b8bd40a345ebf2c5472251d0b1bb39c53619,84d40580b9e3ef2c34e49598ef24b8bd40a345ebf2c5472251d0b1bb39c53619,True,False
laravel/app/Enums/HeatingMethod.php,fffd72b480e9420da8835458582616270e67056c4b49de41e093ae332ed80f85,fffd72b480e9420da8835458582616270e67056c4b49de41e093ae332ed80f85,fffd72b480e9420da8835458582616270e67056c4b49de41e093ae332ed80f85,True,False
laravel/app/Enums/MeteringType.php,7134aebdf42c55547c6fea045670d629ace418bdfb787ca8b4bb830b746901bb,7134aebdf42c55547c6fea045670d629ace418bdfb787ca8b4bb830b746901bb,7134aebdf42c55547c6fea045670d629ace418bdfb787ca8b4bb830b746901bb,True,False
laravel/app/Enums/PricingModel.php,4c7c0007b2f1725fc82a16f21afa264e914ba1f538cfeed0b6dbdc5e4aaf291b,4c7c0007b2f1725fc82a16f21afa264e914ba1f538cfeed0b6dbdc5e4aaf291b,4c7c0007b2f1725fc82a16f21afa264e914ba1f538cfeed0b6dbdc5e4aaf291b,True,False
laravel/app/Enums/SupplementaryHeatingMethod.php,25986328a82f32fa4b6c4529a40a0789036a5211e50c7e8252fd0ee6e5b7d906,25986328a82f32fa4b6c4529a40a0789036a5211e50c7e8252fd0ee6e5b7d906,25986328a82f32fa4b6c4529a40a0789036a5211e50c7e8252fd0ee6e5b7d906,True,False
laravel/app/Enums/TargetGroup.php,8c4ff6a10b23aea1d128414ee15137b6280ea6f5be09988b1004e4b95dbabf8c,8c4ff6a10b23aea1d128414ee15137b6280ea6f5be09988b1004e4b95dbabf8c,8c4ff6a10b23aea1d128414ee15137b6280ea6f5be09988b1004e4b95dbabf8c,True,False
laravel/app/Filament/Exports/ContractOrderClickCsvExport.php,b0e0e6898b2e0d4b591fa8c82668a4b88524349258de92681c96c817a3b81ce9,b0e0e6898b2e0d4b591fa8c82668a4b88524349258de92681c96c817a3b81ce9,b0e0e6898b2e0d4b591fa8c82668a4b88524349258de92681c96c817a3b81ce9,True,False
laravel/app/Filament/Resources/ContractOrderClicks/ContractOrderClickResource.php,81b445b55acf07d1f62de73bc7e6967b9b528eb6658d6936fb742ce750ddd28d,81b445b55acf07d1f62de73bc7e6967b9b528eb6658d6936fb742ce750ddd28d,81b445b55acf07d1f62de73bc7e6967b9b528eb6658d6936fb742ce750ddd28d,True,False
laravel/app/Filament/Resources/ContractOrderClicks/Pages/ListContractOrderClicks.php,b3c4f502db7a699ae1f5da89131ef6fcd19e3f44c35d5ed8152acd35ae776afd,b3c4f502db7a699ae1f5da89131ef6fcd19e3f44c35d5ed8152acd35ae776afd,b3c4f502db7a699ae1f5da89131ef6fcd19e3f44c35d5ed8152acd35ae776afd,True,False
laravel/app/Filament/Resources/ContractOrderClicks/Tables/ContractOrderClicksTable.php,f0f3e0155fac3e7fc6db4a8f92bba866824c734ce5e141f4adfed1be809cbead,f0f3e0155fac3e7fc6db4a8f92bba866824c734ce5e141f4adfed1be809cbead,f0f3e0155fac3e7fc6db4a8f92bba866824c734ce5e141f4adfed1be809cbead,True,False
laravel/app/Http/Controllers/Api/AnalyticsEventController.php,37fefda302e1f12d7b4d20e19fb583f2dd248969e4b9aff5a663e49a48dd7139,37fefda302e1f12d7b4d20e19fb583f2dd248969e4b9aff5a663e49a48dd7139,37fefda302e1f12d7b4d20e19fb583f2dd248969e4b9aff5a663e49a48dd7139,True,False
laravel/app/Http/Controllers/Api/CalculationController.php,b9d9297ba43f031727234070900318366791c245b8d42151994eab63df0b627d,b9d9297ba43f031727234070900318366791c245b8d42151994eab63df0b627d,b9d9297ba43f031727234070900318366791c245b8d42151994eab63df0b627d,True,False
laravel/app/Http/Controllers/Api/ContractController.php,754533c2b215a723f141e7bb0a1d676438720b1aa2011e2e5a4290d9a0123a4a,754533c2b215a723f141e7bb0a1d676438720b1aa2011e2e5a4290d9a0123a4a,754533c2b215a723f141e7bb0a1d676438720b1aa2011e2e5a4290d9a0123a4a,True,False
laravel/app/Http/Controllers/Api/SolarController.php,aff9109a9445600c7092e8027e2f16b2056c6976b4392e4158504aab41d772b1,aff9109a9445600c7092e8027e2f16b2056c6976b4392e4158504aab41d772b1,aff9109a9445600c7092e8027e2f16b2056c6976b4392e4158504aab41d772b1,True,False
laravel/app/Http/Controllers/Api/VideoController.php,f70f12eed99e5e4747e4457d74bfec8f8979c2d351cc1f7f7b4f6e72b9448083,f70f12eed99e5e4747e4457d74bfec8f8979c2d351cc1f7f7b4f6e72b9448083,f70f12eed99e5e4747e4457d74bfec8f8979c2d351cc1f7f7b4f6e72b9448083,True,False
laravel/app/Http/Controllers/ContractPriceStatisticsCsvController.php,e301fa4571159774645ab2e57e052ad79708e8b18813ff963d9c47b6e049ecbf,e301fa4571159774645ab2e57e052ad79708e8b18813ff963d9c47b6e049ecbf,e301fa4571159774645ab2e57e052ad79708e8b18813ff963d9c47b6e049ecbf,True,False
laravel/app/Http/Controllers/Controller.php,25d1c1ef8e6cc8a376553faacfba2b07d9dfaee9bdbb84f14f77517580e9deb1,25d1c1ef8e6cc8a376553faacfba2b07d9dfaee9bdbb84f14f77517580e9deb1,25d1c1ef8e6cc8a376553faacfba2b07d9dfaee9bdbb84f14f77517580e9deb1,True,False
laravel/app/Http/Controllers/SpotPriceCsvController.php,184e2b93124ff8bede26046fd87c9abf8e96f2034b13de9f43b09c4245f5c228,184e2b93124ff8bede26046fd87c9abf8e96f2034b13de9f43b09c4245f5c228,184e2b93124ff8bede26046fd87c9abf8e96f2034b13de9f43b09c4245f5c228,True,False
laravel/app/Http/Middleware/SetPublicCacheHeaders.php,c8c2d04a28cf0887646984f2c4b6d3796af3307c7a2cd4f606a0cc726ffaa2aa,c8c2d04a28cf0887646984f2c4b6d3796af3307c7a2cd4f606a0cc726ffaa2aa,c8c2d04a28cf0887646984f2c4b6d3796af3307c7a2cd4f606a0cc726ffaa2aa,True,False
laravel/app/Http/Requests/GeocodeRequest.php,076202ee30e8c316e1b4c28624975f06dfe249927a167d2ce68a922bf3705690,076202ee30e8c316e1b4c28624975f06dfe249927a167d2ce68a922bf3705690,076202ee30e8c316e1b4c28624975f06dfe249927a167d2ce68a922bf3705690,True,False
laravel/app/Http/Requests/SolarEstimateFormRequest.php,d410c1ec68d1793c2c24944a9359283f9b94791c637f9c1f7667cc3c047a2c50,d410c1ec68d1793c2c24944a9359283f9b94791c637f9c1f7667cc3c047a2c50,d410c1ec68d1793c2c24944a9359283f9b94791c637f9c1f7667cc3c047a2c50,True,False
laravel/app/Http/Resources/CompanyResource.php,c9d6f60755b11df0534e03e6d1e8a98d1c07323f43e81e5babf37f6b786803b6,c9d6f60755b11df0534e03e6d1e8a98d1c07323f43e81e5babf37f6b786803b6,c9d6f60755b11df0534e03e6d1e8a98d1c07323f43e81e5babf37f6b786803b6,True,False
laravel/app/Http/Resources/ContractCollection.php,d61243ecfa0c1e03130bf2b136398be2b3e262da83728edbc648c0bf2f3ba82e,d61243ecfa0c1e03130bf2b136398be2b3e262da83728edbc648c0bf2f3ba82e,d61243ecfa0c1e03130bf2b136398be2b3e262da83728edbc648c0bf2f3ba82e,True,False
laravel/app/Http/Resources/ContractResource.php,1b7f64e79b1202449d2b1f6a842869b0e7efd9fdeb1bc85ab2a7c1e1638cedeb,1b7f64e79b1202449d2b1f6a842869b0e7efd9fdeb1bc85ab2a7c1e1638cedeb,1b7f64e79b1202449d2b1f6a842869b0e7efd9fdeb1bc85ab2a7c1e1638cedeb,True,False
laravel/app/Http/Resources/ElectricitySourceResource.php,1ae292cda11460b52634f34b2512b505635449783dfedadca3ab465ad2ed4603,1ae292cda11460b52634f34b2512b505635449783dfedadca3ab465ad2ed4603,1ae292cda11460b52634f34b2512b505635449783dfedadca3ab465ad2ed4603,True,False
laravel/app/Http/Resources/PriceComponentResource.php,40148c12bcd6a3ab7451466b28d56611a6728820261ceb30f1e2dbd1620103ec,40148c12bcd6a3ab7451466b28d56611a6728820261ceb30f1e2dbd1620103ec,40148c12bcd6a3ab7451466b28d56611a6728820261ceb30f1e2dbd1620103ec,True,False
laravel/app/Jobs/AnalyzeContractSourceSnapshot.php,b17f3326d61e2f1f4d7e4b707e5cd0f3722b02c919f55e9f837ff10d92c1e212,b17f3326d61e2f1f4d7e4b707e5cd0f3722b02c919f55e9f837ff10d92c1e212,b17f3326d61e2f1f4d7e4b707e5cd0f3722b02c919f55e9f837ff10d92c1e212,True,False
laravel/app/Jobs/AnalyzeHistoricalContractEpisode.php,13c985f3c4205882a6728597691c4d819be8979623e6953cc409cff7e341a2d2,13c985f3c4205882a6728597691c4d819be8979623e6953cc409cff7e341a2d2,13c985f3c4205882a6728597691c4d819be8979623e6953cc409cff7e341a2d2,True,False
laravel/app/Jobs/WarmContractPriceStatisticsCache.php,ccd8ea413768b24410a8ec279d81217270207b11e69ff34a94c3adf74ff0323b,ccd8ea413768b24410a8ec279d81217270207b11e69ff34a94c3adf74ff0323b,ccd8ea413768b24410a8ec279d81217270207b11e69ff34a94c3adf74ff0323b,True,False
laravel/app/Livewire/AboutPage.php,01265b37466ffdb4db362d6b51bd873256f52adcd4788c1f636e766e1b924881,01265b37466ffdb4db362d6b51bd873256f52adcd4788c1f636e766e1b924881,01265b37466ffdb4db362d6b51bd873256f52adcd4788c1f636e766e1b924881,True,False
laravel/app/Livewire/ArticleContractPriceComparisonChart.php,e335d2d305ce7eb18740cfad9829b5b3173b22ab61697a85b92b094e42a4f91a,e335d2d305ce7eb18740cfad9829b5b3173b22ab61697a85b92b094e42a4f91a,e335d2d305ce7eb18740cfad9829b5b3173b22ab61697a85b92b094e42a4f91a,True,False
laravel/app/Livewire/ArticleFixedTermContract.php,b6583cb6d72c94659341b0c9a221ba5f9921d542bad7be188991a46e513f74e7,b6583cb6d72c94659341b0c9a221ba5f9921d542bad7be188991a46e513f74e7,b6583cb6d72c94659341b0c9a221ba5f9921d542bad7be188991a46e513f74e7,True,False
laravel/app/Livewire/ArticleSpotElectricity.php,73bb1ba11b4160370e40a07b5fafec99b2ac2150cf41652f72bb4873a1f36bfb,73bb1ba11b4160370e40a07b5fafec99b2ac2150cf41652f72bb4873a1f36bfb,73bb1ba11b4160370e40a07b5fafec99b2ac2150cf41652f72bb4873a1f36bfb,True,False
laravel/app/Livewire/ArticleSpotSeasonalityChart.php,8f152d7a4fecb0f5203883644c42eb2f9652d76e1a5d516e5943b0425b0db862,8f152d7a4fecb0f5203883644c42eb2f9652d76e1a5d516e5943b0425b0db862,8f152d7a4fecb0f5203883644c42eb2f9652d76e1a5d516e5943b0425b0db862,True,False
laravel/app/Livewire/ArticleSpotVolatilityChart.php,0b77ddf96d7bb999fb542b46e0301940f6b35a5ae946604ba56517d3d46898ff,0b77ddf96d7bb999fb542b46e0301940f6b35a5ae946604ba56517d3d46898ff,0b77ddf96d7bb999fb542b46e0301940f6b35a5ae946604ba56517d3d46898ff,True,False
laravel/app/Livewire/ArticleSpotWinRateChart.php,76aebb3849899223066ccceb5ff40fce322bfce6bbf549379bd7955adbc0b596,76aebb3849899223066ccceb5ff40fce322bfce6bbf549379bd7955adbc0b596,76aebb3849899223066ccceb5ff40fce322bfce6bbf549379bd7955adbc0b596,True,False
laravel/app/Livewire/BillComparison.php,a8bf379f9ac5d8e82d2feb9291a769762b4bae4fd473b417dbcd2d130050f58f,a8bf379f9ac5d8e82d2feb9291a769762b4bae4fd473b417dbcd2d130050f58f,a8bf379f9ac5d8e82d2feb9291a769762b4bae4fd473b417dbcd2d130050f58f,True,False
laravel/app/Livewire/CheapestContracts.php,2d640b1f5019016a184bf3fa5a3c3290387354553119d3f6c7124e96abc4f4ba,2d640b1f5019016a184bf3fa5a3c3290387354553119d3f6c7124e96abc4f4ba,2d640b1f5019016a184bf3fa5a3c3290387354553119d3f6c7124e96abc4f4ba,True,False
laravel/app/Livewire/CitySolarEstimate.php,88bed47ae516991e544b9308efbdac222bf06174799d7bf57c4d82f3384eabe0,88bed47ae516991e544b9308efbdac222bf06174799d7bf57c4d82f3384eabe0,88bed47ae516991e544b9308efbdac222bf06174799d7bf57c4d82f3384eabe0,True,False
laravel/app/Livewire/CompanyDetail.php,5f56e9c28ce7bbf72586fd87e0d72fdba07a12ddc5d4161d113fb008f9bf896a,5f56e9c28ce7bbf72586fd87e0d72fdba07a12ddc5d4161d113fb008f9bf896a,5f56e9c28ce7bbf72586fd87e0d72fdba07a12ddc5d4161d113fb008f9bf896a,True,False
laravel/app/Livewire/CompanyList.php,e3d271a9e7bb9a62bc1c6f23bc411f142d3e5198fbdb38a3d3a4b248fbfa5670,e3d271a9e7bb9a62bc1c6f23bc411f142d3e5198fbdb38a3d3a4b248fbfa5670,e3d271a9e7bb9a62bc1c6f23bc411f142d3e5198fbdb38a3d3a4b248fbfa5670,True,False
laravel/app/Livewire/Concerns/BillComparisonInputs.php,42e58cd6b61f5c712c862b60813ffee4b8e3b6f680818657f11e40725762dec0,42e58cd6b61f5c712c862b60813ffee4b8e3b6f680818657f11e40725762dec0,42e58cd6b61f5c712c862b60813ffee4b8e3b6f680818657f11e40725762dec0,True,False
laravel/app/Livewire/ConsumptionCalculator.php,862410eebbcb81f3948ff72db5f0c5caaefb8c2174f1294812d4b0bb398dcb66,862410eebbcb81f3948ff72db5f0c5caaefb8c2174f1294812d4b0bb398dcb66,862410eebbcb81f3948ff72db5f0c5caaefb8c2174f1294812d4b0bb398dcb66,True,False
